objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-63224,580,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,A,"Museum, Leeds Phil. & Lit. Society.",,,Museum of Leeds Philosophical and Literary Society,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,110,82,,500,Greenish,,,,,,"short, broad & massive form, straight butt & flattened sides.",,,Denis Antoine,https://farm9.staticflickr.com/8646/27650443774_b412524bca_q.jpg,https://farm9.staticflickr.com/8646/27650443774_b412524bca_b.jpg,https://www.flickr.com/photos/115096994@N02/27650443774,superuser,IrishAxesB5
BAI-63223,580,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,A,"Museum, Leeds Phil. & Lit. Society.",,,Museum of Leeds Philosophical and Literary Society,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,98.5,73.5,,426,Greenish brown,untouched as from mould.,,,,,"broad & flat, with slightly curved & flattened butt & slightly rounded sides. Cutting edge dull",,,Denis Antoine,https://farm9.staticflickr.com/8754/27650444394_2b327698ac_q.jpg,https://farm9.staticflickr.com/8754/27650444394_2b327698ac_b.jpg,https://www.flickr.com/photos/115096994@N02/27650444394,superuser,IrishAxesB5
BAI-63485,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Royal Scottish Museum, Edinburgh,Reg. No: 1890:496",1890:496,,National Museum of Scotland,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,154,95,,540,light green patina with bronze colour showing through in places,much worn and corroded,6,,,,"Celt, bronze, flat type, expanding towards cutting edge",,,Joellen McGann,https://farm9.staticflickr.com/8702/28162138462_5ac160a43d_q.jpg,https://farm9.staticflickr.com/8702/28162138462_5ac160a43d_b.jpg,https://www.flickr.com/photos/115096994@N02/28162138462,superuser,IrishAxesB5
BAI-63619,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Peabody Museum,16475,Harvard University,Cambridge, Mass,Received Decm. 1878,Collected by Clarence B. Moore",16475,,Peabody Museum,"Ireland,R. Boyne",,,river,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,154,butt 26,74,,Very slight patina of brownish tinge,,middle 9,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8891/27984948050_79bf9e812c_q.jpg,https://farm9.staticflickr.com/8891/27984948050_79bf9e812c_b.jpg,https://www.flickr.com/photos/115096994@N02/27984948050,superuser,IrishAxesB5
BAI-63709,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,Fragment,"Pitt-Rivers Museum, Oxford,Pitt-Rivers Collection 1432-2323",1432-2323,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,71.5,butt 44.5; centre 54.5,55,,,,,,Copper,,"Probably broken, there being no cutting edge. The lower margin, as well as the others, is rounded.",,,Joellen McGann,https://farm9.staticflickr.com/8792/28231733466_a16aeef9ef_q.jpg,https://farm9.staticflickr.com/8792/28231733466_a16aeef9ef_b.jpg,https://www.flickr.com/photos/115096994@N02/28231733466,superuser,IrishAxesB5
BAI-63702,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,Fragment,"Blandford,Pitt Rivers Museum, Farnham",,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,52,butt 40,60,113.39,,Smooth dark bronze,8,,,,,,,Joellen McGann,https://farm9.staticflickr.com/8741/28162094952_3450b288cc_q.jpg,https://farm9.staticflickr.com/8741/28162094952_3450b288cc_b.jpg,https://www.flickr.com/photos/115096994@N02/28162094952,superuser,IrishAxesB5
BAI-63575,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Pitt-Rivers Museum, Oxford,Pitt-Rivers Collection (no number)",,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,126,butt 22; centre 41,74,,,,11.5,,Bronze,,Decorated surfaces; squared lateral margins,,,Joellen McGann,https://farm9.staticflickr.com/8847/28162114542_eecb0fe7a4_q.jpg,https://farm9.staticflickr.com/8847/28162114542_eecb0fe7a4_b.jpg,https://www.flickr.com/photos/115096994@N02/28162114542,superuser,IrishAxesB5
BAI-63574,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Pitt-Rivers Museum, Oxford,Pitt-Rivers Collection (no number)",,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,131,butt 31.5; centre 62,84,,,Rough surfaces,6,,Bronze,,Rounded margins,,,Joellen McGann,https://farm8.staticflickr.com/7293/28231751776_ac87ba3fd6_q.jpg,https://farm8.staticflickr.com/7293/28231751776_ac87ba3fd6_b.jpg,https://www.flickr.com/photos/115096994@N02/28231751776,superuser,IrishAxesB5
BAI-63573,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Pitt-Rivers Museum, Oxford,Pitt-Rivers Collection (no number)",,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,160,butt 36.5; centre 59,110,,,Rough surfaces,10,,Bronze,,Rounded margins,,,Joellen McGann,https://farm9.staticflickr.com/8570/28187648991_44a79d9c58_q.jpg,https://farm9.staticflickr.com/8570/28187648991_44a79d9c58_b.jpg,https://www.flickr.com/photos/115096994@N02/28187648991,superuser,IrishAxesB5
BAI-63572,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Pitt-Rivers Museum, Oxford,Pitt-Rivers Collection (no number)",,,Pitt Rivers Museum,Ireland,,,,,,Ireland,,Ireland,NA,NA,,NA,NA,NA,95,butt 28; centre 39.5,59,,,Smoothed surfaces,9.5,,Copper,,"Squared margins, butt burred by hammering",,,Joellen McGann,https://farm9.staticflickr.com/8793/28231752036_83b7f8c002_q.jpg,https://farm9.staticflickr.com/8793/28231752036_83b7f8c002_b.jpg,https://www.flickr.com/photos/115096994@N02/28231752036,superuser,IrishAxesB5
