objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-10797,528,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,C,Wakefield Museum,,,Wakefield Museum,"yorkshire, no locality, though alleged to have been found at bawtry, w.r. yorks",,,,Bawtry,,England,South Yorkshire,"Bawtry, Doncaster, South Yorkshire, UK",53.4311798,-1.0207327,,NA,NA,NA,,,,355,Mostly a dark brown; on one face are patches of grass-green colour,uneven,,"Tentatively Georeferenced at Bawtry, noting this is only a supposed find site.",,,"Irregularly shaped and roughly hammered, clumsy weapon, with very blunt edge",,,Margaret Ellen Joy,https://farm6.staticflickr.com/5578/14959329495_987392f3b6_q.jpg,https://farm6.staticflickr.com/5578/14959329495_987392f3b6_b.jpg,https://www.flickr.com/photos/MicroPasts/14959329495,most detailed record,drawerA1
BAI-10561,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Dorchester Museum,Br. 3,O.51.1","Br3,O.51.1",,Dorchester Museum,"England, dorset,bere regis,near muddox barrow",,,barrow,Bere Regis,,England,Dorset,Muddox Barrow,50.7701767,-2.2112913,,NA,NA,NA,109,24,43,,"Green patina, filed off",Surface much pitted,10,Width: butt 24mm; edge 43mm,,,,,,Joellen McGann,https://farm4.staticflickr.com/3899/14956245491_ef67105380_q.jpg,https://farm4.staticflickr.com/3899/14956245491_ef67105380_b.jpg,https://www.flickr.com/photos/MicroPasts/14956245491,superuser,drawerA1
BAI-10798,528,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,C,Hull Museum no. 43,43,,Hull Municipal Museum,"England,  yorkshire, beverley",,,,Beverley,,England,East Riding of Yorkshire,Beverley,53.8425488,-0.4315677,,NA,NA,NA,118,edge 65 ; butt 45,,404,Green,,12,,,,Edge worn,,,Margaret Ellen Joy,https://farm4.staticflickr.com/3924/14772788587_abf92eff28_q.jpg,https://farm4.staticflickr.com/3924/14772788587_abf92eff28_b.jpg,https://www.flickr.com/photos/MicroPasts/14772788587,most detailed record,drawerA1
BAI-10539,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Private Collection,Mr. S. Heathcote,Barn Farm,Birchover",,,Private Collection,"England, derbyshire,birchover (near),1900 (about)",,,,Birchover,,England,Derbyshire,"Birchover, England",53.1559941,-1.6444649,,NA,NA,1900,146,28,65,284,,,9,"Width: edge 65mm; middle 39mm; butt 28mm,Weight: 283.5 gms",,,Shows traces of hammering on all faces and edges. Perfect condition. Both ends sharp. Edge a little burred.,,,Joellen McGann,https://farm4.staticflickr.com/3883/14956247401_36505e1b6f_q.jpg,https://farm4.staticflickr.com/3883/14956247401_36505e1b6f_b.jpg,https://www.flickr.com/photos/MicroPasts/14956247401,superuser,drawerA1
BAI-10497,64,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,C,"Museum of Archaeology Cambridge,purchased for 15/-",,,MAA Cambridge,"England, cambridgeshire,bottisham lode",,,fenland,Bottisham,,England,Cambridgeshire,Bottisham,52.2241322,0.2606536,,NA,5,1891,112,"edge 76,butt 41",,219,large patches of brown & dark green patina on one side. Several shades of green on the other.,fairly smooth,12,,,,,"Prehistoric Bronzes 1 Catalogue lost,Annual Records Catalogue 91.15.",,Hugh Fiske,https://farm4.staticflickr.com/3885/14772752698_2bf23ee4bf_q.jpg,https://farm4.staticflickr.com/3885/14772752698_2bf23ee4bf_b.jpg,https://www.flickr.com/photos/MicroPasts/14772752698,superuser,drawerA1
BAI-10496,64,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Private Collection,1923,Sir William Ridgeway",,,Private Collection,"England, cambs,bottisham",,,,Bottisham,,England,Cambridgeshire,Bottisham,52.2241322,0.2606536,,NA,NA,NA,141.5,"edge 62,middle 30.5,butt 23",,304.76,"patches of patina a darker green, matt.",very rough. dull green,12,,,,,,,Hugh Fiske,https://farm4.staticflickr.com/3893/14959361915_8794f6f7fe_q.jpg,https://farm4.staticflickr.com/3893/14959361915_8794f6f7fe_b.jpg,https://www.flickr.com/photos/MicroPasts/14959361915,superuser,drawerA1
BAI-10631,541,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Southampton Museum,Lot 48 A,Loaned by Hon. Curator",8 A,,Southampton Museum,"England, hampshire,branbridge",,,,Branbridge,,England,Hampshire,,50.998558,-1.333012,,NA,NA,NA,124.5,Edge 62,,277,,,11,"Under ""Collection', ""Lot 48 A"" has been circled in pencil with the notation ""this appears to be a reg. no. not a sale reference"".,  Under ""Site"" after the place Brambridge, is noted in pencil ""Parish nr. Twyford"".",,,"One side is in good preservation, the other shows more oxidization.  The flange is noticeable, but the edges have been hammered at the point of greatest thickness",,,Tim Mudie,https://farm6.staticflickr.com/5552/14959347275_40e287c084_q.jpg,https://farm6.staticflickr.com/5552/14959347275_40e287c084_b.jpg,https://www.flickr.com/photos/MicroPasts/14959347275,most detailed record,drawerA1
BAI-10552,433,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Plymouth Municipal Museum,379,Given by Rev. S. Baring-Gould",379,,Plymouth Municipal Museum,"England, devonshire,bridestowe,burley camp",,,,Bridestowe,,England,Devon,"Bridestowe, Devonshire",50.6852365,-4.1047723,,NA,NA,NA,111,32,59,325,Green patina.,"Surface much corroded, especially on left face.",14,Width: butt 32mm; edge 59mm,,,,,,Joellen McGann,https://farm4.staticflickr.com/3863/14959355225_4cd03781b0_q.jpg,https://farm4.staticflickr.com/3863/14959355225_4cd03781b0_b.jpg,https://www.flickr.com/photos/MicroPasts/14959355225,superuser,drawerA1
BAI-10499,64,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,"Museum of Archaeology Cambridge,purchased at Barnes 30/-",,,MAA Cambridge,"England, cambridgeshire,burwell fen",,,fenland,Burwell,,England,Cambridgeshire,Burwell,52.2664422,0.3259917,,NA,NA,NA,145,"edge 101.5,butt 35.5",,609,dark brown to black patina emerald green & buff in the pitts.,smooth except for the even pitting,12,,,,Looks as though blade had been slightly sharpened recently. The scratches as if they were made with a file & showing the metal colour very bright except for pittings of corrosion. Sides look as if smoothed with emery paper showing up the pittings in the same manner.,Cambridge Antiquarian Society Catalogue 1911 No 504,,Hugh Fiske,https://farm6.staticflickr.com/5572/14936362336_88baa13ae8_q.jpg,https://farm6.staticflickr.com/5572/14936362336_88baa13ae8_b.jpg,https://www.flickr.com/photos/MicroPasts/14936362336,superuser,drawerA1
BAI-10498,64,Flat Celt,,,NA,Bronze Age,p0gjgrs6qb2,d,Museum of Archaeology Cambridge.,,,MAA Cambridge,"England, cambridgeshire,burwell fen",,,fenland,Burwell,,England,Cambridgeshire,Burwell,52.2664422,0.3259917,,NA,NA,NA,114,"edge 73.5,butt 25",,228,Dusty brown & green,smooth but dull,9,,,,Very sharp & true,,,Hugh Fiske,https://farm6.staticflickr.com/5586/14936362216_c0ec765537_q.jpg,https://farm6.staticflickr.com/5586/14936362216_c0ec765537_b.jpg,https://www.flickr.com/photos/MicroPasts/14936362216,superuser,drawerA1
