objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-44585,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,RII1,"Alnwick Castle, No. 376",376,,Alnwick Castle,"Ireland,Co. Sligo,Loughren",,,,Loughren,,Ireland,County Sligo,"Loughren, Rochestown Park, Sallynoggin, Co. Dublin, Ireland",53.271494,-6.137468,,NA,NA,NA,95,27 x 29,58,,Brown patina,Corroded & chipped,,,,Fossil with bones.,,,,Joellen McGann,https://farm6.staticflickr.com/5824/20946492822_1d8d036a76_q.jpg,https://farm6.staticflickr.com/5824/20946492822_1d8d036a76_b.jpg,https://www.flickr.com/photos/115096994@N02/20946492822,superuser,IrishAxesPt1
BAI-20143,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UIII2,"Gloucester Museum,Bristol and Gloucester Arch. Society",,,Gloucester Museum,"England,Gloucestershire,Lower Slaughter,near Fornley?",,,,Lower Slaughter,,England,Gloucestershire,"Lower Slaughter, Cheltenham, Gloucestershire Gl54, UK",51.9020826,-1.7623063,,NA,NA,NA,98,41,51,215,"Greyish green patina, rubbed off in places.",,40,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5606/15413718407_f4d05a5fee_q.jpg,https://farm6.staticflickr.com/5606/15413718407_f4d05a5fee_b.jpg,https://www.flickr.com/photos/MicroPasts/15413718407,superuser,drawerA5A6
BAI-20133,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,NI2,"Gloucester Museum,Bristol and Gloucester Arch. Society",,,Gloucester Museum,"England,Gloucestershire,Lower Slaughter,1907",,,,Lower Slaughter,,England,Gloucestershire,"Lower Slaughter, Cheltenham, Gloucestershire Gl54, UK",51.9020826,-1.7623063,,NA,NA,1907,109,46,63,357,Green patina rubbed off in places.,,41,,,,Large hole in one place.,,,Joellen McGann,https://farm4.staticflickr.com/3936/15599711355_d349e37fc6_q.jpg,https://farm4.staticflickr.com/3936/15599711355_d349e37fc6_b.jpg,https://www.flickr.com/photos/MicroPasts/15599711355,superuser,drawerA5A6
BAI-20131,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,LII3,"Gloucester Museum,Bristol and Gloucester Arch. Society",,,Gloucester Museum,"England,Gloucestershire,Lower Slaughter,1906",,,,Lower Slaughter,,England,Gloucestershire,"Lower Slaughter, Cheltenham, Gloucestershire Gl54, UK",51.9020826,-1.7623063,,NA,NA,1906,94,49,43,308,Green patina rubbed off at edge.,,39,,,,,,,Joellen McGann,https://farm6.staticflickr.com/5607/15597054611_62470b3d0d_q.jpg,https://farm6.staticflickr.com/5607/15597054611_62470b3d0d_b.jpg,https://www.flickr.com/photos/MicroPasts/15597054611,superuser,drawerA5A6
BAI-20928,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII frag,"Newcastle-upon-Tyne,Black Gate, no. 103",103,,Black Gate Museum,"England,Northumberland,Lowick,Barmoor, South Moor,1878",,,,Lowick,,England,Northumberland,"Lowick, Berwick-upon-tweed, Northumberland Td15, UK",54.2650981,-3.0902427,,NA,NA,1878,69,30,47,98,Greyish green,Slightly pitted.,27,Weight: 98.15 gms,,,Broken at socketed end. Handle broken away.,"Proc. Soc. Ant. N/C, Ser. 4, Vol. II, pp. 218-227.",,Joellen McGann,https://farm4.staticflickr.com/3953/15414146558_e1dc5acf55_q.jpg,https://farm4.staticflickr.com/3953/15414146558_e1dc5acf55_b.jpg,https://www.flickr.com/photos/MicroPasts/15414146558,superuser,drawerA5A6
BAI-21886,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UI1,"Hull Museum, No. 9",9,,Hull Municipal Museum,"England,Yorkshire,Lowthorpe",,,,Lowthorpe,,England,East Riding of Yorkshire,"Lowthorpe, Driffield, East Riding Of Yorkshire Yo25, UK",53.89089795,-0.881075300823221,,NA,NA,NA,93,31,49,155,Green,,30,,Bronze,"Another also found, No. 8","Good condition, fine piece.",,,Joellen McGann,https://farm6.staticflickr.com/5615/15601235562_e929c33920_q.jpg,https://farm6.staticflickr.com/5615/15601235562_e929c33920_b.jpg,https://www.flickr.com/photos/MicroPasts/15601235562,superuser,drawerA5A6
BAI-21885,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII3,"Hull Museum, No. 8",8,,Hull Municipal Museum,"England,Yorkshire,Lowthorpe",,,,Lowthorpe,,England,East Riding of Yorkshire,"Lowthorpe, Driffield, East Riding Of Yorkshire Yo25, UK",53.89089795,-0.881075300823221,,NA,NA,NA,69,35,44,121,Green,Carbonated.,31,,Bronze,Found with another No. 9,Hole pierced on rim on one side only; material decomposed. Edge worn; rim broken. an internal ridge on each side.,,,Joellen McGann,https://farm4.staticflickr.com/3946/14980241083_29f6fb1040_q.jpg,https://farm4.staticflickr.com/3946/14980241083_29f6fb1040_b.jpg,https://www.flickr.com/photos/MicroPasts/14980241083,superuser,drawerA5A6
BAI-21063,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,LII3,"Taunton Castle Museum,Presented by Rev. W. F. Rose, 1916",,,Taunton Castle Museum,"England,Somerset,Loxton Hill,in a field called ""Skimmelpenny"",1913",,,hillside,Loxton Hill,,England,Somerset,"Loxton, Axbridge, North Somerset Bs26, UK",51.298095,-2.899953,,NA,NA,1913,114,48,53,297,,,,,,,The ornamentation shown is taken from the opposite side. The side shown being much corroded as well as broken.,"Proc. Som. A. + N.H.S., LXII, Page 1 xi",,Joellen McGann,https://farm6.staticflickr.com/5615/14979505424_3d77de45ed_q.jpg,https://farm6.staticflickr.com/5615/14979505424_3d77de45ed_b.jpg,https://www.flickr.com/photos/MicroPasts/14979505424,superuser,drawerA5A6
BAI-29206,658,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII2,Devizes Museum   B.22,B.22,,Devizes Museum,"England,Wiltshire,Ludgershall",,,,Ludgershall,,England,Wiltshire,"Ludgershall, Wiltshire, UK",51.256957,-1.6233744,,NA,NA,NA,116,"48 (edge), 48 (socket)",,333,,,,"Weight written as 11¾ oz, and conversion written as 367 grams. This is incorrect. The correct conversion is 333 grams.",,No known.,"One loop - broken,socketed.,Socket broken.","Devizes Museum Catalogue, B22, page 29,,  Devizes Museum Catalogue, Part 2, 2nd. Edition, page 68,,  DM 1640, GC 611",Seen.,Susan Magyarody,https://farm8.staticflickr.com/7482/16291806271_8a36cdcd6b_q.jpg,https://farm8.staticflickr.com/7482/16291806271_8a36cdcd6b_b.jpg,https://www.flickr.com/photos/MicroPasts/16291806271,most detailed record,devizes
BAI-20985,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UI3,"Perth Museum, No. 2407",2407,,Perth Museum,"Scotland,Perthshire,Luncarty,R. Tay at Thistle Bridge,Found by a Tinker",,,,Luncarty,,Scotland,,"Luncarty, Perth, Perth And Kinross, UK",56.4529196,-3.467242,,NA,NA,NA,70,40,48,,,,33,,,Found with No. 2738 - a bronze ingot.,,,,Joellen McGann,https://farm4.staticflickr.com/3947/14979512054_579fa417f3_q.jpg,https://farm4.staticflickr.com/3947/14979512054_579fa417f3_b.jpg,https://www.flickr.com/photos/MicroPasts/14979512054,superuser,drawerA5A6
