objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-14706,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"Sheffield Museum, J.93470",J.93470,,Sheffield Museum,"England,Derbyshire,Hartington Nether Quarter,Newhaven,Stanedge Farm",,,farm,Hartington Nether Quarter,,England,Derbyshire,"Newhaven, Buxton, Derbyshire Sk17, UK",50.7945315,0.0483875,,NA,NA,NA,158,23,,,,"Matt dark green; blade tip missing, blade edges damaged, loops broken",,,,,,,MJR,Joellen McGann,https://farm6.staticflickr.com/5573/15190460925_7700402c5f_q.jpg,https://farm6.staticflickr.com/5573/15190460925_7700402c5f_b.jpg,https://www.flickr.com/photos/MicroPasts/15190460925,superuser,SpearHeadsA2
BAI-14707,433,Spearhead,III,,NA,Bronze Age,p0gjgrs6qb2,E,"Stoke-on-Trent Municipal Museum, Hanley,Jewitt Collection,Labelled Llewellynn Jewitt, Royal Archaeological Society and their reference No. 134.",134,,Stoke-on-Trent Museum and Art Gallery,"England,Derbyshire,Hartshay",,,,Hartshay,,England,Derbyshire,"Upper Hartshay, Heage, Belper, Derbyshire De56 2hw, UK",53.04987975,-1.42868867132505,,NA,NA,NA,90,32,,85,Little patination,"Blade smooth, socket rougher",,,Bronze,,,"Jewitt, Ll.: Half hours among some English Antiquities, fig. 104.",Assertion that socket into blade = B.A.C.,Joellen McGann,https://farm6.staticflickr.com/5586/15190085722_df7cb9bd6f_q.jpg,https://farm6.staticflickr.com/5586/15190085722_df7cb9bd6f_b.jpg,https://www.flickr.com/photos/MicroPasts/15190085722,superuser,SpearHeadsA2
BAI-13969,243,Spearhead,V,,NA,Bronze Age,p0gjgrs6qb2,"T,{Red Dot}","Colchester Museum (151.94),presented to Essex Arch. Soc. by Lord Rookwood 1894.,(Trans. Essex Arch. Soc. N.S. VI. 172).",151.94,,Colchester Museum,"England,Essex,Hatfield Broad Oak",,,,Hatfield Broad Oak,,England,Essex,"Hatfield Broad Oak, Bishop's Stortford, Essex Cm22, UK",51.826232,0.247622,,NA,NA,NA,57.5,,blade 37.5,66.76,"light green, with a small patch of blue.",smooth,blade 11.5,"2 cross section drawings of spearhead on reverse.,Blade is heavily damaged, top portion completely missing including tip.  Socket at top has a large, jagged, roughly circular break.,Mouth widens at bottom, possible from tear/crushing?",,One of a Bronze Founder's Hoard of 16 Socketed Celts. 20 Lumps of Rough Metal. 14 pieces of socketed celts. 14 small pieces of an earthenware pot. 4 Pieces of Rim of Burial Urn. a pair of Burial Urn Handles. 3 Spear heads. 1 Chape. & part of a socketed tool.,Socket crushed & cracked. & full of earth.,Trans. Essex Arch. Soc. N.S. vi. 172.,,Jeff Okazaki,https://farm6.staticflickr.com/5579/15187398121_4049a775cf_q.jpg,https://farm6.staticflickr.com/5579/15187398121_4049a775cf_b.jpg,https://www.flickr.com/photos/MicroPasts/15187398121,superuser,SpearHeadsA2
BAI-13967,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,C,"Colchester Museum, (151.94),Presented to Essex Arch. Soc. by Lord Rookwood, 1894,(Trans. Essex Arch. Soc. N.S. VI. 172)",151.94,,Colchester Museum,"England,Essex,Hatfield Broad Oak",,,,Hatfield Broad Oak,,England,Essex,"Hatfield Broad Oak, Bishop's Stortford, Essex Cm22, UK",51.826232,0.247622,,NA,NA,NA,131,26,29,83,Medium green - lighter on one side. Dark bronze shows where patina is cleaned off.,Smooth. Traces of gravel and sand. Some thin dark blue encrustment like a patina on one side.,10,"Width: blade 28.5mm; socket 25.6mm,Thickness: Blade 10mm; socket 24mm,Weight: 83.28 gms",,"One of a Bronze FOunder's Hoard of 16 socketed celts, 20 Lumps of Rough Metal, 14 Pieces of Socketed Celts, 14 small pieces of an earthenware pot, 4 Pieces of Rim of Burial Urn, a pair of Burial Urn Handles, 3 spear heads, 1 chape, and part of a socketed tool.",,"Trans. Essex Arch. Soc. N.S., VI, 172,Proc. Soc. Antiq. xxiii (1909-11),Burgess, Coombs and Davies, 1972, 245, no. 75, 273 fig. 29",,Joellen McGann,https://farm4.staticflickr.com/3850/15003752750_e94abf425b_q.jpg,https://farm4.staticflickr.com/3850/15003752750_e94abf425b_b.jpg,https://www.flickr.com/photos/MicroPasts/15003752750,superuser,SpearHeadsA2
BAI-13670,433,Spearhead,IV,,NA,Bronze Age,p0gjgrs6qb2,H,"Doncaster Museum, 65",65,,Doncaster Museum,"England,Yorkshire W.R.,Hatfield-by-Doncaster",,,,Hatfield-by-doncaster,,England,South Yorkshire,"Hatfield, Doncaster, South Yorkshire, UK",53.5888703,-1.0232631,,NA,NA,NA,158,23,36,142,,Rubbed.,15,"Width: blade 36mm; 11.5mm; socket 23mm,Thickness: blade 15mm",Bronze,,No rivet holes or loops. Good condition.,,,Joellen McGann,https://farm4.staticflickr.com/3890/15176572931_78b7f87da0_q.jpg,https://farm4.staticflickr.com/3890/15176572931_78b7f87da0_b.jpg,https://www.flickr.com/photos/MicroPasts/15176572931,superuser,DrawerA14
BAI-13084,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,Reading Museum,,,Reading Museum,"England,Oxfordshire (Berks),Hatford,""Found 6' down in peat near Hatford Brook""",,,peat,Hatford,,England,Oxfordshire,"Hatford, Faringdon, Oxfordshire Sn7, UK",51.6510248,-1.5121633,,NA,NA,NA,188,28,,,,"Shiny dark brown; loops broken, socket mouth damaged, nicks along blade edge.",,,,,,,MJR,Joellen McGann,https://farm4.staticflickr.com/3905/15156409926_0841944d31_q.jpg,https://farm4.staticflickr.com/3905/15156409926_0841944d31_b.jpg,https://www.flickr.com/photos/MicroPasts/15156409926,superuser,DrawerA14
BAI-14388,433,Spearhead,IV,,NA,Bronze Age,p0gjgrs6qb2,F,"H. Baglis Esq, Hatford Manor, Reading M.",,,Private Collection,"England,Berkshire (Oxfordshire),Hatford,Found about October 1936 about 6' down in peat near Hatford Brook on the Hatford Manor Estate.",,,peat,Hatford,,England,Berkshire,"Hatford, Faringdon, Oxfordshire Sn7, UK",51.6510248,-1.5121633,,NA,10,1936,,,,47,Varigated brown patina,Smooth and in fairly good condition,,,,,"Spearhead in very bent and poor condition. The metal is very thin and is evidently a bungled casting; edges and point sharp. Upper end of blade bent over, and cracked across one face about 1"" from the point; edges rather chipped and bent over, but very sharp; crack across one face where the blade joins the socket (on the opposite face from the crack) near the point; the socket is bent below this crack, in the opposite direction from the bend near the point, the whole spearhead being 'S' shaped in profile; loops are not broken, but are imperfect castings. Mouth of socket damaged, and of thin metal.",,,Joellen McGann,https://farm4.staticflickr.com/3856/15003860870_83563afa50_q.jpg,https://farm4.staticflickr.com/3856/15003860870_83563afa50_b.jpg,https://www.flickr.com/photos/MicroPasts/15003860870,superuser,SpearHeadsA2
BAI-14096,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,Destined for: Portsmouth City Museum,,,Private Collection,"England,Hampshire,Havant,Hayling Island,Excavated in 1976 season (the first) from the I.A. & Roman temple site on Hayling Island; found in one of the post-pits of the porch of the Iron Age Temple (context A49), datable to Phase II, c. 100 BC - AD 60.",,,,Havant,,England,Hampshire,"Hayling Island, Hayling Island, Hampshire Po11, UK",50.8056117,-0.980052690346198,SU 724 029,NA,NA,1976,,,,,,,,,,,,,"Archive: AFI,PRBAF: DF (S); SI,Ext.: CI,Rec. SN Jan 84,Source: Sb. I,Sub. Inf.: Anthony King, Inst. of Arch. Dec. 83",Joellen McGann,https://farm4.staticflickr.com/3865/15190405955_1fc9577614_q.jpg,https://farm4.staticflickr.com/3865/15190405955_1fc9577614_b.jpg,https://www.flickr.com/photos/MicroPasts/15190405955,only good record,SpearHeadsA2
BAI-13009,226,Spearhead,V C,,NA,Bronze Age,p0gjgrs6qb2,T,"Royal United Services' Museum, Whitehall S.W., 7874, from Colln. of the late Field Marshall Lord Hill, G.C.B., given by Caroline, Vicountess Hill 1925",7874,,Royal United Service Institution,"England, Shropshire, most probably from Hawkstone, Shropshire",,,,Hawkstone,,England,Shropshire,"Shropshire, UK",52.65233935,-2.64356407027027,,NA,NA,NA,244,"blade 55.5, socket 29",,slt. over 226.8,"black, cleaned off.",polished bright golden bronze,"blade 16, socket 29",,,,A crack across both faces at A. & the shaft is hollow to this point.  Wings are slightly hollowed.  Sharp edges.  Socket edge a little damaged.  Has probably lain in peat.  Slight ears at base of blade.,Shrewsbury Chronicle 12th June 1925,,Elaine Dale,https://farm6.staticflickr.com/5554/15156433776_74cb5dccab_q.jpg,https://farm6.staticflickr.com/5554/15156433776_74cb5dccab_b.jpg,https://www.flickr.com/photos/MicroPasts/15156433776,superuser,DrawerA14
BAI-29824,580,Spearhead,III,,NA,Bronze Age,p0gjgrs6qb2,"E, X","British Museum 94 12 14 1, purchased 1894","1894,12 14 1",,British Museum,"England, Humberside (Lincolnshire), Haxey",,,,Haxey,,England,Humberside,"Haxey, Doncaster, North Lincolnshire, United Kingdom",53.4901781,-0.8435394,SK 76 99,NA,NA,NA,239,blade 63; socket 21,,222.95,"dull sage green, showing golden bronze.",rubbed smooth on face of blade. Pitted on reverse & on socket.,blade 12; socket 21,,,,Socket rather dented in casting.,Proc. Soc. Ant. XV 139,"Internal socket, Side view of loops, On display, CI",Denis Antoine,https://farm8.staticflickr.com/7322/15821654803_75283b4234_q.jpg,https://farm8.staticflickr.com/7322/15821654803_75283b4234_b.jpg,https://www.flickr.com/photos/MicroPasts/15821654803,superuser,singleA18
