objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-44921,580,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UI1,"British Museum,WG. 1558.",WG.1558,H_WG-1558,British Museum,"Ireland,Co Down,Dromore",,,,Dromore,,Ireland,County Down,"Dromore, Dromore, Banbridge Bt25, United Kingdom",54.4152683,-6.1495064,,NA,NA,NA,94,socket 46,72,330.52,,"dull bronze, with black marks.",socket 40,,,,,,,Denis Antoine,https://farm1.staticflickr.com/604/21278051720_87700a4e96_q.jpg,https://farm1.staticflickr.com/604/21278051720_87700a4e96_b.jpg,https://www.flickr.com/photos/115096994@N02/21278051720,superuser,IrishAxesPt2
BAI-44922,580,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UI3,"National Museum, Dublin,Collection of the Royal Irish Academy,54:1916",54:1916,,"National Museum, Dublin","Ireland,Rossconor,Drumballymoney,Co Down,Doron,Drumballymoney,Rossconor",,,,Drumballymoney,,Ireland,County Down,"Rossconor Cl, Downpatrick, County Down Bt30 9dy, United Kingdom",54.3599018,-5.77767243956395,,NA,NA,NA,126,at mouth of socket 40; breadth at centre 37,,,,,,,bronze,,,,,Denis Antoine,https://farm1.staticflickr.com/659/20845012003_f610ed22ba_q.jpg,https://farm1.staticflickr.com/659/20845012003_f610ed22ba_b.jpg,https://www.flickr.com/photos/115096994@N02/20845012003,superuser,IrishAxesPt2
BAI-44548,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,SII3,"Museum of Archaeology & Ethnology, Cambridge,No. 245, Murray Collection",245 Murray Collection,,MAA Cambridge,"Ireland,Kings Co.,near Edenderry,Drumcooley Hill,1854",,,hillside,Drumcooly,,Ireland,County Offaly,"Drumcooly, Co. Offaly, Ireland",53.3212733,-7.0588016,,NA,NA,1854,29.5,,27,20,Green about the loop - mostly bright metal,Smooth & shiny,,,,"One of a hoard of 15 objects & a piece of sandstone, possibly belonging to a mould, 2 spearheads, 1 socketed celt, 6 rings, 2 pins with rings, & 4 beads (1 large of clay, 1 of glass - yellow & purple twist, 2 of amber - a larger & a smaller - irregularly shaped).",Minute socketed celt large loop broken & beaded rim also broken.,,,Joellen McGann,https://farm1.staticflickr.com/682/20768343548_e693894673_q.jpg,https://farm1.staticflickr.com/682/20768343548_e693894673_b.jpg,https://www.flickr.com/photos/115096994@N02/20768343548,superuser,IrishAxesPt1
BAI-21031,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,Frag,"Scottish National Museum, Edinburgh,No. DE 70,Purchased 1909.",DE70,,"Scottish National Museum, Edinburgh","Scotland,Selkirkshire,Dryhope Burn, found in",,,,Dryhope Burn,,Scotland,,"Dryhope Burn, Scottish Borders, UK",55.5177565,-3.1623886,,NA,NA,NA,,,57,52,,,12,"Width: edge 57.3mm,Thickness: 12.2mm,Weight: 52.2 gms",,,Edge only slightly blunted.,,,Joellen McGann,https://farm6.staticflickr.com/5609/15414648760_d446ddf2a3_q.jpg,https://farm6.staticflickr.com/5609/15414648760_d446ddf2a3_b.jpg,https://www.flickr.com/photos/MicroPasts/15414648760,superuser,drawerA5A6
BAI-19790,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII3,"British Museum, 88.7-19.16,Purchased 1888 Landesborough Sale,Formerly possessed by the Kirkpatrick family",1888.7-19.16,,British Museum,"Scotland,Dumfries and Galloway,Dumfries,near Torthorwald Castle,(about 4 M. E. of Dumfries,Found while ploughing",,,,Dumfries,,Scotland,Dumfries And Galloway,"Torthorwald, Dumfries, Dumfries And Galloway Dg1, UK",55.0895136,-3.5149665,NY 03 78,NA,NA,NA,101,46,59,284,"Light brown, speckled with black.",File marks on face of loop and butt.,40,,,,,,"Inacc.,Ci",Joellen McGann,https://farm4.staticflickr.com/3952/14978920854_cee2ee244a_q.jpg,https://farm4.staticflickr.com/3952/14978920854_cee2ee244a_b.jpg,https://www.flickr.com/photos/MicroPasts/14978920854,superuser,drawerA5A6
BAI-20984,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII2,"Anthropological Museum, Aberdeen University,247,Wilson Collection,Purchased 1908",247,,"Anthropological Museum, Aberdeen University","Scotland,Perthshire,Dunblane,1896",,,,Dunblane,,Scotland,Stirling,"Dunblane, Dunblane, Stirling Fk15, UK",56.1857862,-3.9651287,,NA,NA,1896,76,40,50,156,,,36,,,,,,,Joellen McGann,https://farm4.staticflickr.com/3932/15600250145_b8f6747728_q.jpg,https://farm4.staticflickr.com/3932/15600250145_b8f6747728_b.jpg,https://www.flickr.com/photos/MicroPasts/15600250145,superuser,drawerA5A6
BAI-44384,580,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,S I 1,"British Museum,W.G. 1562",WG.1562,H_WG-1562,British Museum,"Ireland,Co Derry,Dungiven",,,,Dungiven,,Ireland,County Londonderry,"Dungiven, Londonderry, Limavady Bt47, United Kingdom",54.9266409,-6.9236545,,NA,NA,NA,75,socket 44,60,196.36,dark brown,rough on reverse,socket 39,,,,,,,Denis Antoine,https://farm1.staticflickr.com/565/20768384758_94be6333bd_q.jpg,https://farm1.staticflickr.com/565/20768384758_94be6333bd_b.jpg,https://www.flickr.com/photos/115096994@N02/20768384758,superuser,IrishAxesPt1
BAI-44989,433,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,UII3,"Museum of Archaeology & Ethnology, Cambridge,38 Dungiven, 28, 154 (on label)",38 Dungiven 28 154 (on label),,MAA Cambridge,"Ireland,Londonderry,Dungiven",,,,Dungiven,,Ireland,County Londonderry,"Dungiven, Londonderry, Limavady Bt47, UK",54.9266409,-6.9236545,,NA,NA,NA,118,socket 55,77,560,Shades of green to brown patina,Lines & besides not very even,44.5,,,,"Socket halfway between oval & square with projecting rim, under which is cut a bevelled groove encircling the base. The faces & sides are streaked with long lines, so that the sides are almost rounded.","Foster Bequest 38, catalogue,Prehistoric Bronzes 74, catalogue is lost",,Joellen McGann,https://farm1.staticflickr.com/780/20845005663_26ed88872d_q.jpg,https://farm1.staticflickr.com/780/20845005663_26ed88872d_b.jpg,https://www.flickr.com/photos/115096994@N02/20845005663,superuser,IrishAxesPt2
BAI-12019,64,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,HI1,"British Museum,purchd. 1892,Darden Colln.,92.9-1.330",1892.9-1.330,,British Museum,"England,Essex,Dunmow",,,,Dunmow,,England,Essex,"Dunmow, Dunmow, Essex Cm6, UK",51.8618181,0.3544802,,NA,NA,NA,104,"edge 42.5,socket 39",,233.88,light green,corroded,socket 39,,,,"Edge much broken & worn,Raised decoration.",,Rather inacc.,Hugh Fiske,https://farm4.staticflickr.com/3916/14961433829_34b6680a8d_q.jpg,https://farm4.staticflickr.com/3916/14961433829_34b6680a8d_b.jpg,https://www.flickr.com/photos/MicroPasts/14961433829,superuser,DrawerA16
BAI-29976,817,Socketed Celt,,,NA,Bronze Age,p0gjgrs6qb2,OI1,"British Museum,91.4-18.3,given by A.W. Franks Esq,1891.",1891.4-18.3,,British Museum,"TAYSIDE,,Dunnichen,found on the farm of Criche Parish.",,,farm,Dunnichen,,England,,"Dunnichen, Forfar, Angus Dd8, UK",56.6324263,-2.8502799,"NO 50,48",NA,NA,NA,122,38,68,307.96,dark brown,very rough,41,"Width shows ""edge 68  socket 38"". Thickness shows ""socket 41"".",,,Ornamented with raised bars & pellets. Decoration on face almost completely worn off.,,"Inacc.,C1",JP OConnor,https://farm9.staticflickr.com/8609/15819207514_241723975b_q.jpg,https://farm9.staticflickr.com/8609/15819207514_241723975b_b.jpg,https://www.flickr.com/photos/MicroPasts/15819207514,most detailed record,singleA18
