objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-10742,433,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,,"Private (1989) - Wright, Mr. P.,6 Burnett Place, Norton, Stoke-on-Trent",,,Private Collection,"England, staffordshire,abbots bromley,found by mr. p wright in 1989",,,,Abbots Bromley,,England,Staffordshire,"Abbots Bromley, Staffordshire",52.8191473,-1.8808933,SK 0725 2550; Alt Site SK 0625 2550,NA,NA,1989,130,,68,,,,9,,,,"Dimensions: L 130mm; blade width 68mm; 8.5mm thick,Typology: flat axe. Thin butted, arched butt, no stop bevel.,Condition: complete, surface corroded.",,,Joellen McGann,https://farm6.staticflickr.com/5570/14772728208_cc4ab783a3_q.jpg,https://farm6.staticflickr.com/5570/14772728208_cc4ab783a3_b.jpg,https://www.flickr.com/photos/MicroPasts/14772728208,superuser,drawerA1
BAI-10590,528,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,d,"Scottish National Museum, Edinburgh, Sturrock Collection, DA 62",DA62,,"Scottish National Museum, Edinburgh","scotland, fife, abdie",,,,Abdie,,Scotland,Fife,Abdie Fife,56.3339462,-3.1983358,,NA,NA,NA,148.5,"edge 80, centre 45, butt 35",,464.6,,"Upper face still largely tinned, rest corroded; lower face irregular with deep cracks at bend",11,,,,Edge and butt broken at angles and chipped.  Bent above centre.,,,Margaret Ellen Joy,https://farm4.staticflickr.com/3842/14936351976_6e511d3bac_q.jpg,https://farm4.staticflickr.com/3842/14936351976_6e511d3bac_b.jpg,https://www.flickr.com/photos/MicroPasts/14936351976,most detailed record,drawerA1
BAI-10750,528,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,d,"Smith Institute, Stirling, Cat. No. A I 2",A I 2,,"Smith Institute, Stirling","scotland, airth, central region",,,,Airth,,Scotland,Falkirk,Airth,56.0684637,-3.7692607,,NA,NA,NA,144,70,,283.5  (approx),"Dark brown, rather corroded",Rather rough,10,"Weight on card given as 10 oz., (approx)",Bronze,,Edges square - no flange.  Butt thin (sharp).  Cutting edge fairly sharp.  One face very slightly hollowed,,Purchased 1896,Margaret Ellen Joy,https://farm4.staticflickr.com/3839/14772727168_bcdbaf9406_q.jpg,https://farm4.staticflickr.com/3839/14772727168_bcdbaf9406_b.jpg,https://www.flickr.com/photos/MicroPasts/14772727168,most detailed record,drawerA1
BAI-10532,NA,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,? d,"Mr. Richard Cavendish,  Holker Hall,  Cark-in-Cartmel,  Lancs",,,Private Collection,"(lancashire), cumbria, aldingham parish, gleaston castle, found in 1776 'by digging in the ruins of gleaston castle"".",,,,Aldingham,,England,Cumbria,"Gleaston, Cumbria",54.127686,-3.13883774035389,,NA,NA,1776,168.28,,124.88 across cutting edge,1056.01,,,13.76 (greatest),,,None,origin: The axe is of the Hardy & MegawType I (See P.PS. iv. 272 ff) and of Irish origin,"Archaeologia V. 106. Pl. vii. 1,  Evans - Ancient Bronze Instruments p.43.,  Trans Cumb & West Ant & Arch Soc (O.S.) xv. 161. Pl. 1.,  Barrow Naturalists Field Club xv. 118;,  C & W A & A Soc(N.S.) xl.121.; ,  Proc. Prehistoric Soc iv. (1938) p.300.","Compiler: Clare Fey,  The outline was supplied by Richard Cavendish and I have not been given the opportunity to see the axe to draw it.",Anon.,https://farm4.staticflickr.com/3891/14772676009_07e7fa7982_q.jpg,https://farm4.staticflickr.com/3891/14772676009_07e7fa7982_b.jpg,https://www.flickr.com/photos/MicroPasts/14772676009,most detailed record,drawerA1
BAI-10479,541,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,,"Scottish Antiquarian Museum,  Edinburgh,  No. DA 77,  Purchased 1912",DA77,,"Scottish Antiquarian Museum, Edinburgh","scotland borders, ancrum (near), lilliards edge",,,,Ancrum,,Scotland,,Lilliards Edge,55.5410324,-2.61421113957654,,NA,NA,NA,120,,72.2,230.45,Removed,Corroded fairly deeply in places.,7.8,"Under ""Site"" Roxburghshire crossed out and Borders written, in pencil and in different handwriting.",,,Blunt edge. Sides rounded. Piece broken off butt.,,,Tim Mudie,https://farm4.staticflickr.com/3794/13310942484_a5f1168845_q.jpg,https://farm4.staticflickr.com/3794/13310942484_a5f1168845_b.jpg,https://www.flickr.com/photos/MicroPasts/13310942484,most detailed record,drawerA1
BAI-10795,528,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,d,"Sheffield City Museum, 1960.19.A",1960.19.A,,Sheffield City Museum,"England,  yorkshire w.r., ashopton",,,,Ashopton,,England,Yorkshire,Ashopton Yorkshire,53.3615905,-1.6985518,,NA,NA,NA,12[...],,,218,,,,The length is unclear as the figures O and 1 overlay each other on the card but either 120 or 121.,,,,,,Margaret Ellen Joy,https://farm6.staticflickr.com/5577/14772789227_a470b47838_q.jpg,https://farm6.staticflickr.com/5577/14772789227_a470b47838_b.jpg,https://www.flickr.com/photos/MicroPasts/14772789227,most detailed record,drawerA1
BAI-10480,541,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,,"Scottish National Museum, Edinburgh.,  No. DA 10,  Purchased 1881",DA10,,"Scottish National Museum, Edinburgh","scotland borders, ashybanks, from,, ""site and circumstances of discovery unknown""",,,,Ashybanks,,Scotland,,,54.7024,-3.2766,,NA,NA,NA,169.1,,90,543.25,,,10.6,"Under ""Site"", Roxburghshire crossed out and replaced with Borders, in pencil, different handwriting.",,,Moderately good condition.  Edge damaged.,Catalogue Nat. Mus. Scot. 1892: O.G.S. Crawford Geog. Journal XL (1912). List p. 313.,,Tim Mudie,https://farm3.staticflickr.com/2888/13310570625_96bc9a2601_q.jpg,https://farm3.staticflickr.com/2888/13310570625_96bc9a2601_b.jpg,https://www.flickr.com/photos/MicroPasts/13310570625,most detailed record,drawerA1
BAI-10616,433,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,,"Cardiff, National Museum of Wales,79.49H,donated by Mrs. C. Palmer, 13 Mawnog Fach, Bala, Gwynedd",79.49H,,National Museum of Wales,"wales,gwenedd,bala,13 mawnog fach,found in mrs. palmer's garden (df)",,,,Bala,,Wales,,"Mawnog Fach, Bala, Wales",52.9092483,-3.6042453,SH 9221 3578,NA,NA,NA,,,,,,,,,,8. Single Find,,,"PRBAF: DF (S); SI,Ext: CI,Rec: SN July 79,Source: Sb I,Sub. Inf. Stephan Green - NMW",Joellen McGann,https://farm4.staticflickr.com/3887/14958993102_6f4308b0d5_q.jpg,https://farm4.staticflickr.com/3887/14958993102_6f4308b0d5_b.jpg,https://www.flickr.com/photos/MicroPasts/14958993102,superuser,drawerA1
BAI-63376,433,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,d,"Yorkshire Museum, York",,,Yorkshire Museum,"Ireland,Antrim,Ballyclare",,,,Ballyclare,,Ireland,County Antrim,"Ballyclare Bt39, UK",54.7525296,-6.0010911,,NA,NA,NA,130,butt 22,60,226.8,Dull green,,10; 12,,Bronze,,Good condition. Sharp edge.,,,Joellen McGann,https://farm8.staticflickr.com/7371/28187680511_e65117a0b0_q.jpg,https://farm8.staticflickr.com/7371/28187680511_e65117a0b0_b.jpg,https://www.flickr.com/photos/115096994@N02/28187680511,superuser,IrishAxesB5
BAI-63411,433,Flat Axe,,,NA,Bronze Age,p0gjgrs6qb2,d,"British Museum, 54.12-27.26,Bought by T. C. Croker with 2 others",1854.12-27.26,,British Museum,"Ireland,Cork,Bandon,(said to have been found near)",,,,Bandon,,Ireland,County Cork,"Bandon, Co. Cork, Ireland",51.7356023,-8.9328923,,NA,NA,NA,220,butt 34,114,862.06,Dark green patina showing some gold on face: very fine blac green patina on left side.,Corroded at butt,11,,,"Found with 2 others, one of which is Flanged Axe, BM No. 48.8-4.79",Incised decoration on faces. Sides hammered into long thin lozenges. Edge points and butt chipped.,"England in Planche's History of Costume, 1834, p. 252",,Joellen McGann,https://farm9.staticflickr.com/8817/27984994220_f461020c54_q.jpg,https://farm9.staticflickr.com/8817/27984994220_f461020c54_b.jpg,https://www.flickr.com/photos/115096994@N02/27984994220,superuser,IrishAxesB5
