objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-30257,873,Sword,Leaf shaped,,NA,Bronze Age,p0gjgrs6qb2,IIIb,"British Museum    Tr. 42.,(Tower Armoury)",TR42,,British Museum,"Britain. But if so, will probably be England, and quite likely to be Thames.",,,river,,,England,Greater London,,NA,NA,,NA,NA,NA,609,,,545.73,a few patches of black on rusty brown,,6,"Site: England underlined,  Width entry reads: blade 50. 35. 40.  hilt 32. 52. 17. 20. 14. 25,  Thickness entry reads: blade 6,  Measurements are annotated on accompanying drawing.,  Remarks: Man.II and Aetus de la ... 1954 underlined,",3 slots in hilt.,,,,"Inaccurate drawing of hilt.,?French?   Cf. the Saint Nazaire sword, Dechelette Man.II, 207. fig. 64.1, and J.D.Couwen on this in Congr.Internat.Sc.Prehist.+Protohist, Aetas de la IV Session Madrid 1954",Jane Williams,https://farm8.staticflickr.com/7330/16424750356_539dd6ba59_q.jpg,https://farm8.staticflickr.com/7330/16424750356_539dd6ba59_b.jpg,https://www.flickr.com/photos/MicroPasts/16424750356,most detailed record,bmswords
BAI-30256,873,Sword,Leaf shaped,,NA,Bronze Age,p0gjgrs6qb2,IVd,"British Museum  ,58,11     16,1","1858,11-16,1",,British Museum,"England.,Perhaps Yorkshire,Perhaps R.Thames",,,river,,,England,,,NA,NA,,NA,NA,NA,530,,,523.13,very little    dark brown.,rough,6,"Site: the two options are bracketed together,  Collection: the numbers are aligned above one another,  Width entry reads: blade 41.  35.  30.5.  35.  hilt 53   20,  Thickness entry reads: blade 6,  Measurement are annotated on the accompanying drawing.",Hilt broken off.,,,Horae Ferales p.162,"Inacc drawing.,Said to have been found in Yorkshire, but Hor. Fer. says the Thames.",Jane Williams,https://farm8.staticflickr.com/7415/15830673223_8bbc67a084_q.jpg,https://farm8.staticflickr.com/7415/15830673223_8bbc67a084_b.jpg,https://www.flickr.com/photos/MicroPasts/15830673223,most detailed record,bmswords
BAI-30253,734,Sword,,,NA,Bronze Age,p0gjgrs6qb2,VI,British Museum    WG   2271,WG.2271,H_WG-2271,British Museum,"England., TYNE & WEAR,, Below Newcastle,, R. Tyne",,,,,,England,,,NA,NA,NZ   24    64,NA,NA,NA,688,blade 27  31.5  35.5   29.43  hilt 56.27.34.13.31.,,661.88,,clean bronze with remains of irridescence along the grooves.  Smooth except for very slight pits on hilt.,blade 7,"Elegant, hand-drawn illustration with dimensions., Site info has been written over white-out label.",,,8 rivet holes,,"[in pencil], LOWER LEFT CORNER:, Hilt section,  , LOWER RIGHT CORNER:, C 1",Marilyn Kohn,https://farm9.staticflickr.com/8582/16264843797_dcafeb60b9_q.jpg,https://farm9.staticflickr.com/8582/16264843797_dcafeb60b9_b.jpg,https://www.flickr.com/photos/MicroPasts/16264843797,most detailed record,bmswords
BAI-30251,580,Sword,Leaf shaped,,NA,Bronze Age,p0gjgrs6qb2,II d,"British Museum. 66 6 27 114, Christy Collection (lot 132)",1891.5-14.26 & 27,,British Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,467,blade 32.5; 23; hilt 44; 19; 15; 27.5,,368.55,,"rather rough, dull bronze",blade 7,,,,"6 rivet holes, 1 rivet & part of 2 others in holes.",,"Drawing somewhat inaccurate., CI",Denis Antoine,https://farm8.staticflickr.com/7408/16263060788_28a3aa7885_q.jpg,https://farm8.staticflickr.com/7408/16263060788_28a3aa7885_b.jpg,https://www.flickr.com/photos/MicroPasts/16263060788,superuser,bmswords
BAI-30250,580,Sword,,,NA,Bronze Age,p0gjgrs6qb2,prob. II d.,"BM, unregistered.",,,British Museum,"? Britain, unknown provenance.",,,,,,,,,NA,NA,,NA,NA,NA,,,,,,,,,,,"4 rivets (2 + 2) in shoulder, 2 in grip. 2 ribs down web of grip.",,CI,Denis Antoine,https://farm8.staticflickr.com/7433/16263060728_59d748e80d_q.jpg,https://farm8.staticflickr.com/7433/16263060728_59d748e80d_b.jpg,https://www.flickr.com/photos/MicroPasts/16263060728,superuser,bmswords
BAI-30249,734,sword,,,NA,Bronze Age,p0gjgrs6qb2,I c,BM  unregistered,,,British Museum,? BRITAIN no provenance,,,,,,,,,NA,NA,,NA,NA,NA,,,,,,,,No illustration.  Very sparse notations.,"3  +  3  rivets in shoulder, 3 + rivets in grip",,,,,Marilyn Kohn,https://farm8.staticflickr.com/7433/16263331920_e9e18a8cb9_q.jpg,https://farm8.staticflickr.com/7433/16263331920_e9e18a8cb9_b.jpg,https://www.flickr.com/photos/MicroPasts/16263331920,most detailed record,bmswords
BAI-41403,433,Sword,Pommel,,NA,Bronze Age,p0gjgrs6qb2,,"Pitt Rivers Museum, Farnham,From the Graffenried + Egger Collection",,,Pitt Rivers Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,31,55 x 52,,113.39,,,"16, 23; socket 23, 12",,Bronze,,Surface dark bronze,,,Joellen McGann,https://farm1.staticflickr.com/550/19183030272_0fd20b922b_q.jpg,https://farm1.staticflickr.com/550/19183030272_0fd20b922b_b.jpg,https://www.flickr.com/photos/115096994@N02/19183030272,superuser,ForeignSwordsMisc
BAI-39066,433,Sword,Leaf shaped,,NA,Bronze Age,p0gjgrs6qb2,B,Bury St. Edmunds Museum,,,Bury St Edmunds Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,617.5,"blade 40; hilt 45, 42",,616.61,"(blade) patina some shiny green. Hilt, olive green shiny patina.","Smooth, very pocked towards tip.","blade 7; at hilt 61.7, 40.5",,,,"Hilt is a separate casting, fasting by 2 rivets, which are flush with surface.",,,Joellen McGann,https://farm8.staticflickr.com/7703/17746813208_cee54d0ee4_q.jpg,https://farm8.staticflickr.com/7703/17746813208_cee54d0ee4_b.jpg,https://www.flickr.com/photos/115096994@N02/17746813208,superuser,ForeignUnprov
BAI-39063,433,Sword,,,NA,Bronze Age,p0gjgrs6qb2,,"Hull Museum, No. 87",87,,Hull Municipal Museum,(unknown),,,,,,,,,NA,NA,,NA,NA,NA,(blade) 163,"(Pommel) 42.5; (hilt) 43; blade 31.5, 24",,"Hilt 130; blade 55, 39",Green,,"(blade) 7.5, 6.5",,,,"The hilt is beautifully ornamented with spirals and lines. The butt is also ornamented and a ped projects from it. The hilt is in fine condition, but the two pieces of the blade are much chipped. There is a piece missing near the hilt. The blade has a strong rib. The blade has been made separately from the hilt, and slipped into a groove, where it is secured with four rivets.",,,Joellen McGann,https://farm9.staticflickr.com/8891/17936615331_461d61363d_q.jpg,https://farm9.staticflickr.com/8891/17936615331_461d61363d_b.jpg,https://www.flickr.com/photos/115096994@N02/17936615331,superuser,ForeignUnprov
BAI-39068,433,Sword,,,NA,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,Lord Howard de Walden,Belgrave Square, SW",,,Private Collection,,,,,,,,,,NA,NA,,NA,NA,NA,425,"blade 37, 45.5; hilt 19, 45.5",,244.51,Thick patina light green - a good deal of clay + soil adheres.,Smooth. Slighly corroded at end of blade.,blade 9,,,,Strong rib down blade also a raised circle at hilt end of blade. Flanged round edge of hilt. Flange is crumbled + broken.,,,Joellen McGann,https://farm6.staticflickr.com/5465/17933454382_4095c8ee3d_q.jpg,https://farm6.staticflickr.com/5465/17933454382_4095c8ee3d_b.jpg,https://www.flickr.com/photos/115096994@N02/17933454382,superuser,ForeignUnprov
