PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryContext,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
980586,Flanged Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1700,-1500,"Early-Middle Bronze Age copper alloy flanged axehead of Needham's (1983) Type 5a. Narrow butt (width 15mm, 3mm thick). The body is slender and expands to form a blade with a crescentic cutting edge (width 52mm). The sides are flanged and have a lenticular profile (maximum thickness 13mm). The surface has some pitting and corrosion. Length 91.5mm. 128.12g. See Needham 1983. c. 1700 - 1500 BC.",,3,Copper alloy,,Returned to finder,Metal detector,2019-09-06T23:00:00Z,2019-09-06T23:00:00Z,,,128.12,,,13,91.5,1,Steven Ashley,Steven Ashley,,Norfolk,South Norfolk,Wacton,TM1889,,52.45542227,1.20706841,NMS-EA30C8,,PFd_62974_EA30C8_NHRG102019_BA_Axehead.jpg,Early-Middle Bronze Age flanged axehead,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/PFd_62974_EA30C8_NHRG102019_BA_Axehead.jpg,https://finds.org.uk/images/thumbnails/1155172.jpg
981389,Ring,Bronze Age,Bronze Age,ROMAN,-1000,410,"Copper-alloy ring with dark green polished surface. It is 20mm in diameter externally and with a central hole 11mm in diameter. The ring is 5mm thick where best preserved; in other places, corrosion has removed some of the surface. In cross-section it is kite-shaped, with an acutely pointed arris around the exterior and a more gentle angle in the central hole. It weighs 6.21g.



Rings of these proportions have been dated to the late Bronze Age (e.g. WILT-7BCF7B, with references), or Iron Age to Roman periods (e.g. SOM-7EDF21, WILT-CDE753, HAMP-E3F5BC).",,4,Copper alloy,,Returned to finder,Metal detector,2019-06-18T23:00:00Z,2019-10-15T23:00:00Z,,,6.21,,20,5,,1,Helen Geake,Helen Geake,Eastern,Suffolk,Mid Suffolk,Fressingfield,TM2677,From finder,52.34447433,1.31650731,NMS-54E13B,,Suffolk_54E13B_BA_Ring.jpg,Bronze Age to Roman copper alloy ring,Norfolk County Council,Attribution License,https://finds.org.uk/images/awilliamsnorfolk/Suffolk_54E13B_BA_Ring.jpg,https://finds.org.uk/images/thumbnails/1082178.jpg
981509,Rivet,Bronze Age,Bronze Age,BRONZE AGE,-1950,-1150,"A small (14.6mm in length) cylindrical cast copper alloy rivet of Bronze Age date, with angled and burred or domed ends of 7.8mm diameter. The patina is dark green and even.","Probaby from a dagger, dirk or other bladed weapon of EBA II - MBA III date range (1950-1150 BC). Similar examples found in isolation include SF-1CBC42, SF-868ED2, SF7554 and CAM-8EEE54. See SOM-AC79FD or HESH-4CD185 for examples found with blades.",4,Copper alloy,,Returned to finder,Metal detector,,,,,3.76,,7.8,,14.6,1,Simon Maslin,Simon Maslin,South East,Hampshire,Winchester,West Meon,SU6422,From finder,50.99384702,-1.08943745,SUR-67FF1C,,SUR67FF1C.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SUR67FF1C.jpg,https://finds.org.uk/images/thumbnails/1082149.jpg
981638,Chisel,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A copper alloy tanged chisel probably dating to the late Bronze Age (c. 1150 - 800 BC). The chisel has a tang with a rectangular to square cross section, 4mm thick, which meets the blade at a rectangular transverse collar. The blade expands slightly from 7.0mm wide below the collar to 8.5mm wide at the cutting edge and is bent, although it is not possible to tell if this is from an intentional act.","Recorded from details emailed by the finder.



Tanged chisels of this type are uncommon finds; examples recorded on the database include BH-49EAD8, NMS-5059F9, SUR-E710D7 and BERK-52E8C3.",4,Copper alloy,,Returned to finder,Metal detector,,,,,4.3,,,4,40.5,1,Simon Maslin,Simon Maslin,South East,Hampshire,Winchester,Chilcomb,SU5030,,51.0671629,-1.2878036,SUR-79EE05,,SUR79EE05a.jpg,,Surrey County Council,Attribution License,https://finds.org.uk/images/smaslin/SUR79EE05a.jpg,https://finds.org.uk/images/thumbnails/1082226.jpg
981711,Blade,Bronze Age,Bronze Age,BRONZE AGE,-1000,-800,"Fragment of late Bronze Age copper-alloy tapering blade, perhaps a rapier, spearhead or arrowhead. The lower break is across a rounded oval midrib measuring perhaps 5 x 5.5mm in cross-section. The midrib then runs up the fragment and is flanked by incomplete cutting edges. All breaks are worn. Surviving length 27.5mm, surviving width 13mm, weight 4.7g.",,4,Copper alloy,,Returned to finder,Metal detector,2019-11-04T00:00:00Z,2019-11-04T00:00:00Z,,,4.7,,,5,27.5,1,Helen Geake,Helen Geake,Eastern,Norfolk,Breckland,Dereham,TG0113,GPS (from the finder),52.67740404,0.97178274,NMS-7DFA29,,61838_7DFA29_BA_BLADE.jpg,Bronze Age blade,Norfolk County Council,Attribution License,https://finds.org.uk/images/pjh41/61838_7DFA29_BA_BLADE.jpg,https://finds.org.uk/images/thumbnails/1086069.jpg
982043,Axehead,Bronze Age,Bronze Age,BRONZE AGE,-2500,-700,"A fragment of a cast copper-alloy axehead, dating from the Bronze Age, about 2500 BC - 700 BC. The surviving part consists of the blade tip, however the body is missing. The axe fragment is sub-trapezoidal in plan and rectangular with convex faces in cross-section. The body extends while gradually thinning to a flared convex cutting edge with broken and worn corners that expand slightly wider than the body. The blade edge is worn and damaged, while the breaks on the body are also old, patinated and worn. The exterior surfaces of the axehead have a mid-green patina with patches of brown deposition residue.



The axe head measures a maximum of 25.8mm in length, 39.0mm in maximum width, 12.6mm in body thickness at the break and 3.4mm thick at the blade edge and weighs 40.49g.



The fragment is largely undiagnostic and so a date is hard to achieve. The fragment may have belonged to a flat axe, a palstave or a socketed axe and so its date of manufacture could range from anywhere between about 2500 BC (with the introduction of bronze flat axes) and 700 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2019-05-01T23:00:00Z,2019-05-01T23:00:00Z,,,40.49,,,12.6,25.8,1,Joan Tozer,Joan Tozer,Yorkshire and the Humber,North Yorkshire,Craven,Stirton with Thorlby,SD9554,From finder,53.9820308,-2.07773199,SWYOR-BD7125,,SWYORBD7125.jpg,Bronze Age axe head,West Yorkshire Archaeology Advisory Service,Attribution License,https://finds.org.uk/images/phil17/SWYORBD7125.jpg,https://finds.org.uk/images/thumbnails/1086000.jpg
982070,Penannular Ring,Bronze Age,Bronze Age,BRONZE AGE,-1150,-800,"A Late Bronze Age (1150-800 BC) gold or gold-plated copper alloy penannular ring, oval in cross-section with cut or burred-over edges at the terminals. The edge opposite the terminal has a cross-section measuring 7.5 x 7.9mm. A paler gold strip or wire (possibly silvery-gold with some evidence of tarnishing, mostly on the inside of the ring) winds around the brighter gold surface of the object to give striped bands of equal size, c. 1mm wide.

The object measures 18.5mm in length, 19.8mm in width, 7.9mm in max.thickness (the side opposite to the terminal) and weighs 13.14g.","'The penannular ring belongs to a class of artefact which has been termed 'hair-rings' and 'ring-money' (Taylor 1980; Green 1988; Eogan 1994; 1997; Varndell 2001; Hobbs 2003; Meeks et al 2008; O'Connor et al 2008). Their function remains uncertain, although it is likely that they were personal adornments, possibly worn on the ears or nose, rather than being hair-ornaments or items of exchange' (Mark Lodwick and Mary Davis in record NMGW-04216C; references therein).",3,Gold,,Submitted for consideration as Treasure,Metal detector,2019-11-23T00:00:00Z,2019-11-23T00:00:00Z,2019T1091,,13.14,,,7.9,18.5,1,Katie Hinds,Katie Hinds,South East,Hampshire,Test Valley,Stockbridge,SU3634,From finder,51.10417592,-1.48719648,HAMP-BE4072,,HAMPBE4072.jpg,Bronze Age penannular ring,Hampshire Cultural Trust,Attribution License,https://finds.org.uk/images/khindshamp/HAMPBE4072.jpg,https://finds.org.uk/images/thumbnails/1088748.jpg
982536,Spearhead,Bronze Age,Bronze Age,BRONZE AGE,-1200,-800,"A fragment of a cast copper alloy Socketed Spearhead, of Middle to Late Bronze Age date (1200-800 BC).



The object is the tip of a socketed spearhead, the blade is narrow and triangular with a pronounced mid rib on both sides extending to the tip of the spear which tapers in to a point. In cross section the object is lozenge shaped. The edges narrow and flare out from the mid-rib. There are multiple abrasions and missing portions of the edges. The fragment terminates in an old abraded transverse break. The socketed lower portion of the object is missing and the retained portions has a shallow concave aspect expose by the break.



The metal is a dark-green in colour with a pitted and corroded patina.



As this represents only a small fragment of the spear it is not possibly to classify the form of the complete object. It is probably of a later Middle Bronze Age to Late Bronze Age (c. 1200-c. 800 cal BC).



Similar objects can be found on the Portable Antiquities Scheme database: NLM-99D791, IOW-F3883D, SUR-BB2595



Length: 20.04mm, Width: 11.33mm, Thickness: 7.03mm, Weight: 2.6g",,4,Copper alloy,,Returned to finder,Metal detector,,,,,2.6,,,7.03,20.04,1,Ellie Cox,Ellie Cox,East Midlands,Northamptonshire,South Northamptonshire,Evenley,SP5835,From finder,52.0104091,-1.1563738,NARC-E9109C,,NARCE9109C.jpg,NARC-E9109C : Spearhead : Bronze-Age,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/elliecox05/NARCE9109C.jpg,https://finds.org.uk/images/thumbnails/1083038.jpg
982649,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1500,-1275,"Incomplete cast copper alloy palstave or axehead, dating from the Acton Park (1500-1400 BC) to the Taunton (1400-1275 BC) phases of the Middle Bronze Age. The palstave is missing its butt end which was hafted to the handle and likely broke at this point during use with the rest of the palstave still attached to the handle. The palstave has the remains of a rounded protruding stop ridge on both sides, 27 mm in total thickness, with recessed apertures within, 7 mm deep, which would have originally held the end of the haft or handle for the axehead. Below the stop ridge, which is 26 mm wide, the front and the back of the blade are recessed, 20 mm in thickness, and the sides are slightly inset and parallel to begin with, at 25 mm in width, but expand towards the cutting edge, 44 mm in width, to form a triangular-shaped blade in plan. The blade end is damaged and 9 mm in thickness, but there are no signs of it expanding to a crescentic edge. The surface of the blade is damaged and pitted but does not appear to have been decorated. The sides are also pitted and corroded but there is no evidence of the remains of the bottom of a side loop.



Knight, Ormrod & Pearce (2015) illustrate a slender palstave with no mouldings on the blade from the hoard of mainly shield-patterned palstaves found at St Tudy, Cornwall, on p.78, pl.5, no.78d.



Palstaves with shield-shaped decoration and expanded blades can be found during the Acton Park II metalwork phase (c.1500-1400 BC) of the Middle Bronze, such as the palstave illustrated in 'The Circulation of Metal in the British Bronze Age: The Application of Lead Isotope Analysis' (Rohl & Needham 1998, p.128, fig.29, no.96).



Schmidt & Burgess (1981) illustrate similar palstaves with low flanges, rounded stops and plain, triangular blades from the south of Scotland and Churwell, West Yorkshire in plate 61, nos.839 & 844, which are un-classified, but grouped with the South-western palstaves, and related to continental examples, respectively, but the latter is due to its decoration and not the form which is similar to this example. These South-western type palstaves are compared to items produced during the Ornament Horizon of the later Middle Bronze Age such as a palstave in the Taunton hoard (c.1400-1275 BC) on pp.141-143.",,4,Copper alloy,,Returned to finder,Metal detector,2019-09-30T23:00:00Z,2019-10-07T23:00:00Z,,,267.27,,,27,100,1,Anna Tyacke,Anna Tyacke,South West,Cornwall,Cornwall,Gunwalloe,SW6522,Generated from computer mapping software,50.05161413,-5.28412727,CORN-F06806,,DSCN8299.JPG,palstave blade (plan),Royal Institution of Cornwall,Attribution License,https://finds.org.uk/images/atyacke/DSCN8299.JPG,https://finds.org.uk/images/thumbnails/1084261.jpg
983484,Ring,Bronze Age,Bronze Age,ROMAN,-1000,410,"Copper-alloy ring with dark green polished surface. It is 20.7mm in diameter externally and with a central hole 10.7mm in diameter. The ring is 5.7mm thick where best preserved; in other places, corrosion has removed some of the surface. In cross-section it is kite-shaped, with an acutely pointed arris around the exterior and a more gentle angle in the central hole. It weighs 7.29g.



Rings of these proportions have been dated to the late Bronze Age (e.g. WILT-7BCF7B, with references), or Iron Age to Roman periods (e.g. SOM-7EDF21, WILT-CDE753, HAMP-E3F5BC).",,4,Copper alloy,,Returned to finder,Metal detector,,,,,7.29,,20.7,5.7,,1,Paul Whiteside,Paul Whiteside,East Midlands,Lincolnshire,West Lindsey,Nettleton,TF1097,From finder,53.45827455,-0.34476364,PUBLIC-655243,,Public655243.jpg,Public-655243: Bronze age ring,The Portable Antiquities Scheme,Attribution License,https://finds.org.uk/images/guisachan/Public655243.jpg,https://finds.org.uk/images/thumbnails/1087396.jpg
