objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-23046,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.26",1891.5-14.26,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,85,34,,,,,,,,91.5-14.4-58; W.G. 2100-2112,,,ND74; CI,Joellen McGann,https://farm4.staticflickr.com/3859/14951985799_71a2291664_q.jpg,https://farm4.staticflickr.com/3859/14951985799_71a2291664_b.jpg,https://www.flickr.com/photos/MicroPasts/14951985799,superuser,selborne
BAI-23045,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.25",1891.5-14.25,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,,NA,NA,1867,85,28,,,,,,,,91.5-14.4-58; WG 2100-2112,,,ND74; CI,Joellen McGann,https://farm4.staticflickr.com/3842/14951986159_0fb5395e3a_q.jpg,https://farm4.staticflickr.com/3842/14951986159_0fb5395e3a_b.jpg,https://www.flickr.com/photos/MicroPasts/14951986159,superuser,selborne
BAI-23044,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.25",1891.5-14.25,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,85,28,,,,,,,,91.5-14.4-58,,,"ND74,CI",Joellen McGann,https://farm4.staticflickr.com/3842/14952138298_40c8aa9389_q.jpg,https://farm4.staticflickr.com/3842/14952138298_40c8aa9389_b.jpg,https://www.flickr.com/photos/MicroPasts/14952138298,superuser,selborne
BAI-23043,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.24",1891.5-14.24,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,,NA,NA,1867,99,39,,,,,,,,91.5-14.4-58; W.G. 2100-2112,,,ND74; CI,Joellen McGann,https://farm4.staticflickr.com/3842/14952025500_ed1b3f8944_q.jpg,https://farm4.staticflickr.com/3842/14952025500_ed1b3f8944_b.jpg,https://www.flickr.com/photos/MicroPasts/14952025500,superuser,selborne
BAI-23041,580,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.24",1891.5-14.24,,British Museum,"Hants, Selborne, Blackmoor, Woolmer Forest, 1867, Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, United Kingdom",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,99,39,,,,,,,,"91.5-14. 4-58, W.G. 2100-2112",,,"ND74, C1",Denis Antoine,https://farm4.staticflickr.com/3895/14952135447_f70b12c7aa_q.jpg,https://farm4.staticflickr.com/3895/14952135447_f70b12c7aa_b.jpg,https://www.flickr.com/photos/MicroPasts/14952135447,superuser,selborne
BAI-23040,580,Spearhead,,Fragment,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.23",1891.5-14.23,,British Museum,"Hants, Selborne, Blackmoor, Woolmer Forest, 1867, Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, United Kingdom",51.08537165,-0.836283238830436,,NA,NA,1867,72,32,,,,,,,,"91.5-14. 4-58, W.G. 2100-2112",,,"ND74, C1",Denis Antoine,https://farm6.staticflickr.com/5553/14951986829_0ae9eff330_q.jpg,https://farm6.staticflickr.com/5553/14951986829_0ae9eff330_b.jpg,https://www.flickr.com/photos/MicroPasts/14951986829,superuser,selborne
BAI-23039,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.23",1891.5-14.23,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,72,32,,,,,,,,91.5-14.4-58; W.G. 2100-2112,,,ND74; CI,Joellen McGann,https://farm4.staticflickr.com/3893/15115677566_d5a1b04a94_q.jpg,https://farm4.staticflickr.com/3893/15115677566_d5a1b04a94_b.jpg,https://www.flickr.com/photos/MicroPasts/15115677566,superuser,selborne
BAI-23038,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.22",1891.5-14.22,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,,NA,NA,1867,68,25,,,,Small spots of green corrosion (mar. 74),,,,91.5-14.4-58; W.G. 2100-2112,,,ND74; CI,Joellen McGann,https://farm6.staticflickr.com/5574/14952026360_2c3c481099_q.jpg,https://farm6.staticflickr.com/5574/14952026360_2c3c481099_b.jpg,https://www.flickr.com/photos/MicroPasts/14952026360,superuser,selborne
BAI-23037,433,Spearhead,,,2,Bronze Age,p0gjgrs6qb2,"Sections,Two types,P + Frag,1 P; 1 other","British Museum,91.5-14.22, 23,Purchased from Messrs. Rollin + Fenardent, Roots Sale, Christies, 20th April 1891","1891.5-14.22, 23",,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,Part of a hoard found about 1867 between Hogmoor and Blackmoor House",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,64,,,33,Brown,Corroded,,,,4-58: 20 spearheads; 7 lanceheads; 11 fragments of swords; 1 gouge; 16 rings,"Points only,Length: 64mm; 72mm,Weights: 33 gms; 24 gms",,"Inacc.,See new index.,CI",Joellen McGann,https://farm6.staticflickr.com/5586/15138675565_4a6924aca5_q.jpg,https://farm6.staticflickr.com/5586/15138675565_4a6924aca5_b.jpg,https://www.flickr.com/photos/MicroPasts/15138675565,superuser,selborne
BAI-23036,433,Spearhead,,,NA,Bronze Age,p0gjgrs6qb2,,"London, British Museum, 91.5-14.22",1891.5-14.22,,British Museum,"England,Hampshire,Selborne,Blackmoor,Woolmer Forest,1867,Hoard III",,yes,,Selborne,East Hampshire,England,Hampshire,"Woolmer Forest, Hampshire, UK",51.08537165,-0.836283238830436,SU 78 33,NA,NA,1867,68,25,,,,Small spots of green corrosion (Mar. 74),,,,91.5-14.4-58; W.G. 2100-2112,,,ND74; CI,Joellen McGann,https://farm4.staticflickr.com/3875/14952026500_4ee2a4845d_q.jpg,https://farm4.staticflickr.com/3875/14952026500_4ee2a4845d_b.jpg,https://www.flickr.com/photos/MicroPasts/14952026500,superuser,selborne
