objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-26276,64,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,,"DORCHESTER MUSEUM,1934.12.1D",1934.12.1D,,Dorchester Museum,"DORSET,WINFRITH NEWBURGH,(LULWORTH),see also Fleshhook card.",,,,Lulworth,,England,Dorset,"23 School Lane, West Lulworth, Wareham, Dorset Bh20 5sa, UK",50.637345,-2.284178,SY 80 82,NA,NA,NA,,,,,,,,,,Context: 1b. HOARD,,,,Hugh Fiske,https://farm8.staticflickr.com/7546/15889368321_4a817fb4d1_q.jpg,https://farm8.staticflickr.com/7546/15889368321_4a817fb4d1_b.jpg,https://www.flickr.com/photos/MicroPasts/15889368321,superuser,ferrulesA2
BAI-26288,433,Ferrule,Spear,,NA,Bronze Age,p0gjgrs6qb2,VA,"Maidstone Museum,Donor R. Golding, Esq.",,,Maidstone Museum,"England,Kent,Parish of Marden,(Jany 1858)",,,,Marden,,England,Kent,"Marden, Tonbridge, Kent Tn12, UK",51.30251775,-1.8792256376508,,NA,1,1858,27,33,,28,Light greenish blue patina.,Slightly rough. Small pitting all over.,12,Weight: 28.35 gms,Bronze,Found with hoard,"Hollow throughout, with slightly capped base having central domed boss.","Journ. Brit. Arch. Ass., XIV, 257,R.F. Jessup, 'Kent', 107, 259,V.C.H. Kent I, 322, 336",[?Probably as Maston St. Lawrence. Cupped seminal bracelets are not otherwise hollow.],Joellen McGann,https://farm8.staticflickr.com/7495/15705589977_cca0166254_q.jpg,https://farm8.staticflickr.com/7495/15705589977_cca0166254_b.jpg,https://www.flickr.com/photos/MicroPasts/15705589977,superuser,ferrulesA2
BAI-10207,433,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,IVB,"London Museum, A.8117,New no. 49.107/814","A.8117,New no. 49.107/814",,Museum of London,"England, surrey,mortlake,thames,1912",,,,Mortlake,,England,Surrey,"Mortlake, England",51.4698873,-0.2685226,,NA,NA,1912,191,18,,80,Dark brown.,Fairly smooth.,18,Weight: 79.58 gms,,,"Much damaged at one end apparently through melting, perhaps at conflagration at Pile Dwellings. Remains of wooden shaft in 90mm long.",,Inacc.,Joellen McGann,https://farm4.staticflickr.com/3900/14728546369_e09e02f361_q.jpg,https://farm4.staticflickr.com/3900/14728546369_e09e02f361_b.jpg,https://www.flickr.com/photos/MicroPasts/14728546369,superuser,riverThames
BAI-12577,433,Ferrule,Spear,,NA,Bronze Age,p0gjgrs6qb2,IV B,"British Museum, 67.3.20.9,Purchased from Arthur Trollope, Esq. Lincoln","1867.3.20.9,",,British Museum,"England,Lincolnshire,Nettleham,Found in December 1860 near LIncoln",,,,Nettleham,,England,Lincolnshire,"Nettleham, Lincoln, Lincolnshire, UK",53.2453076,-0.5247619,TF 00 75,NA,12,1860,212,16,,75,Brown and light green patina,Very corroded,16,,,1-9; 4 Palstaves; 2 Socketed Celts; 2 Spearheads; 1 Ferrule from spear,,"Evans Bonze,Arch Journ. XVIII 160",A-OK ish; CI,Joellen McGann,https://farm4.staticflickr.com/3851/15125208186_40a33615d1_q.jpg,https://farm4.staticflickr.com/3851/15125208186_40a33615d1_b.jpg,https://www.flickr.com/photos/MicroPasts/15125208186,superuser,DrawerA16
BAI-26290,433,Ferrule,Spear,,NA,Bronze Age,p0gjgrs6qb2,IVB,"Nottingham Art Museum, 82-92 G,Transferred from Natural History Collection,Nottingham University College",82-92 G,,Nottingham Art Museum,"England,Nottingham,Great Freeman Street,1860",,,,Nottingham,,England,Nottinghamshire,"Great Freeman Street, Nottingham, Nottinghamshire Ng3 1fr, UK",52.959533,-1.14496,,NA,NA,1860,240,,,105,Green,Yellow bronze,14,"Thickness: 14mm; 15mm; 13mm,Weight: 104.5 gms",,A hoard including 12 socketed celts 10 spearheads (or parts): 1 Ferrule; 1 Palstave; 1 Ring,Pierced tube with solid end.,"Victorial Counties History, Nottinghamshire, Vol. I",,Joellen McGann,https://farm8.staticflickr.com/7514/15865544916_6e529fa050_q.jpg,https://farm8.staticflickr.com/7514/15865544916_6e529fa050_b.jpg,https://www.flickr.com/photos/MicroPasts/15865544916,superuser,ferrulesA2
BAI-10208,433,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,IVA,"London Museum, A.10960",A.10960,,Museum of London,"England, surrey,richmond,from the thames",,,river,Richmond,Richmond upon Thames,England,Greater London,"Richmond, England",51.4405529,-0.307639437733795,,NA,NA,NA,109,19,,57,Dark brown,Smooth,,"Width: dia. of socket 19mm,Weight: 57.17 gms",,,,,,Joellen McGann,https://farm6.staticflickr.com/5560/14728642677_b8f1b1ac1b_q.jpg,https://farm6.staticflickr.com/5560/14728642677_b8f1b1ac1b_b.jpg,https://www.flickr.com/photos/MicroPasts/14728642677,superuser,riverThames
BAI-26278,433,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,VB,"Private Collection,Lord Selborne,Blackmoor, Hampshire,46",,,Private Collection,"England,Hampshire,Selborne",,,,Selborne,East Hampshire,England,Hampshire,"Selborne, Alton, Hampshire Gu34, UK",51.094451,-0.938552,,NA,NA,NA,62,15,16,80,"Dark green and grey, peat stained.",,,"Length: 62mm; 80mm,Width: 16mm; 15mm; 12mm; 34mm",,"Hoard of Leaf-shaped swords, spearheads, and rings.","A small piece is missing, between these two parts. the Metal in both is a little out of truth. The large end is solid and concave. The wood remains in ferrule.","White's Selborne, Macmillan 1877, Vol. II, p. 258,White's Selborne, Macmillan, 1877, (Bell), Vol. II, p. 381",,Joellen McGann,https://farm8.staticflickr.com/7476/15705323199_9d9b2caeff_q.jpg,https://farm8.staticflickr.com/7476/15705323199_9d9b2caeff_b.jpg,https://www.flickr.com/photos/MicroPasts/15705323199,superuser,ferrulesA2
BAI-23126,433,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,VB,"Private Collection,Lord Selborne,Blackmoor, Hampshire,46",,,Private Collection,"England,Hampshire,Selborne",,,,Selborne,East Hampshire,England,Hampshire,"Selborne, Alton, Hampshire Gu34, UK",51.094451,-0.938552,,NA,NA,NA,62,16,,80,"Dark green and grey, peat stained.",,,,,"Hoard of leaf-shaped swords, spearheads, and rings.","Dimensions: Length: 62mm; 80mm,Width: 16mm; 15mm; 12mm; 34mm,Weight: 80 gms,A small piece is missing, between these two parts. The Metal in both is a little out of truth. The large end is solid and concave. The wood remains in ferrule.","White's Selborne Macmillan, 1877, Vol. II, p. 258,White's Selborne, Macmillan, 1877 (Bell), Vol. II, p. 381,Evans, p. 464.",,Joellen McGann,https://farm6.staticflickr.com/5594/14952125368_8a2680ec10_q.jpg,https://farm6.staticflickr.com/5594/14952125368_8a2680ec10_b.jpg,https://www.flickr.com/photos/MicroPasts/14952125368,superuser,selborne
BAI-26273,64,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,IVB,"Exeter Museum,4197,4212 pres. by Mrs. Cornish & Rev. Wilse Brown",4197,,Exeter Museum,"England,Devonshire,South Brent,""Bloody Pool"" (Jany. 1854)",,,,South Brent,,England,Devon,"South Brent, South Brent, Devon Tq10, UK",50.4427744,-3.84749300385003,SX 6859,NA,1,1854,"97,54","17,16",,"58.72,29.5",,,,,,found with portions of spearheads,possibly these were originally one ferrule.,"Arch. Journ. Vol XII p.84,Arch. Journ. Vol XVIII p.160,Arch. Journ. Vol XXIV p.121,Ancient British Implements (Evans) pp 338-9,Burgess, Coombs & G. Davis in 'Preh. Man in Wales & West' p.211, ed. F. Lynch & C. Burgess",,Hugh Fiske,https://farm8.staticflickr.com/7562/15890709072_e52c3087be_q.jpg,https://farm8.staticflickr.com/7562/15890709072_e52c3087be_b.jpg,https://www.flickr.com/photos/MicroPasts/15890709072,superuser,ferrulesA2
BAI-10210,473,Ferrule,,,NA,Bronze Age,p0gjgrs6qb2,IIIA,London Museum A.10961,A.10961,,Museum of London,"England,  thames, staines",,,river,Staines,,England,Surrey,Staines,51.434012,-0.511044,,NA,NA,1913,125,14,,49.07,,"Smooth, Bronze.",4,,,,"Remains of shaft in socket, 118mm long, 50mm projecting. Appears to have been hammered near socket.",,,Dina Fathalla,https://farm6.staticflickr.com/5576/14912139881_0e5d0142ab_q.jpg,https://farm6.staticflickr.com/5576/14912139881_0e5d0142ab_b.jpg,https://www.flickr.com/photos/MicroPasts/14912139881,superuser,riverThames
