objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-3877,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,,"Winchester, City Museum, 103.2,Given by Cap. H.W. Murray, 2/5/18, Weeke Cottage, Winchester,Old Museum no. 3",103.2,,"Winchester, City Museum","England, hampshire,twyford,colden common",,,,Twyford,,England,Hampshire,"Colden Common, Hampshire",50.9988195,-1.3171432,,NA,NA,NA,124,44,,,,,,,,Hoard of 13 objects; 5 survive (103.1-5). Rest stolen c. 1937.,,,,Joellen McGann,https://farm4.staticflickr.com/3697/13305294305_f151fd5b7b_q.jpg,https://farm4.staticflickr.com/3697/13305294305_f151fd5b7b_b.jpg,http://www.flickr.com/photos/MicroPasts/13305294305,superuser,drawB16
BAI-3430,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,III3C,Truro Museum,,,Truro Museum,"England, cornwall,tywardraeth,vicarage road,found during building operations,march 1923",,,,Tywardraeth,,England,Cornwall,"Par, Cornwall",50.3494152,-4.7050945,,NA,3,1923,162,25,43,320,Light green showing where chipped.,Chipped and corroded in places. Metal full of air bubbles.,29,"Width: edge 43mm; middle 25mm; butt 20mm,Thickness: 29mm; 11mm",,,Broken in two pieces.,,,Joellen McGann,https://farm4.staticflickr.com/3668/13305441784_818ca46675_q.jpg,https://farm4.staticflickr.com/3668/13305441784_818ca46675_b.jpg,http://www.flickr.com/photos/MicroPasts/13305441784,superuser,drawB16
BAI-6037,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,,"Wild, Mr. J. - private,Bull Farm, Kenley, Shrewsbury, SY5 6NN",,,Private Collection,"englad,shropshire,uffington,haughmond fields",,,,Uffington,,England,Shropshire,Uffington,51.6009313,-1.5626067,SJ 5387 1462,10,9,1979,154,32,59,440,,"Olive green patina preserved in small patches on sides and blade, and over most of septums; mainly flaked to fir green dry surface with lighter green pockings; small areas on blade stripped down to gold metal. Conserved at London Institute of Archaeology Lab - Lab No. 3889.",,,,8 Single Find,"Dimentions: L 154.4mm; We 59.3mm; Wst 32.3mm; Wbt 23.0mm; Bfg 26mm; Bst 27.5mm; Wt. 440.2 gms,Typology: fg. insides well sloped to rounded angles with slightly curved septum floor; end sub-rect.; shield rib begins at lower levels than fg./stop, and divided on either face by central rib; blade sec. near rect. - only slightly bowed faces; one sep rather longer than the other.,Manufacture: some dimpling undulations in patina extant - probably from moulding; cg. flash survives only as slight step, or differential surface condition; diffuse edge bevel probably originally sharp and quite steep,Condition: blade edge a little jagged - quite likely intact corrosion; fissures across base of 3 fgs just above stop - pres. dam.; butt close to orig. shape, but notch uncertain,Attached Material: chalky fawn soil deposit ingrained in patina in sep ends.",a) Salop. S. A. M. Record SA 2663,"Circumstances: Found 10 Sept 1979 by G. Haddock of Shrewsbury and District Metal Detector Society, at depth of 9-12 "", using a metal detector, at Haughmond Fields (a) Landowner J. Wild.",Joellen McGann,https://farm8.staticflickr.com/7437/12675571655_21beeb71af_q.jpg,https://farm8.staticflickr.com/7437/12675571655_21beeb71af_b.jpg,http://www.flickr.com/photos/MicroPasts/12675571655,superuser,drawA9
BAI-6038,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,,"Pugh, Mr. H.W. - Private (1982),New House Farm, Monkhopton,Bridgnorth; Salop WV16 6UT",,,Private Collection,"England, shropshire,upton cressett,lodge coppice",,,,Upton Cressett,,England,Shropshire,Upton Cressett,52.5285217,-2.5071636,SO 6559 9098,NA,4,1981,162,24,58,456,,"Very yellow-green patina, smooth and shiny, partially intact; much flaked to dry and dusty bluey-green surface - parts look active",11,,,Single Find,"Dimensions: L162mm; EWe 57.5mm; Wbt 24mm; Wst 26mm; maxBfg33.5mm; maxTsep 11mm; Lsep 68 and 68.5mm; Wt 456.4 gms,Typology: Septum floor slightly concave in cross-sec.; evidence for low bar on either side at head of blade; blade sec. very rectangular,Manufacture: slight dimpling in patina on one fg. side - from casting;trace of cg. flash,Condition: c.e. completely blunt from loss in corrosion; butt also chipped; recent scoremarks run through shield on one face.,Attached Material: number of areas of pale fawn soil: more limited patches of dull brown 'skin'",,"Found after ploughing on the surface of a field in April 1981 by the farmer who was walking the field; the field, ploughed annually, was only first ploughed in 1978, having previously been coppice.",Joellen McGann,https://farm6.staticflickr.com/5493/12676048644_491214d4df_q.jpg,https://farm6.staticflickr.com/5493/12676048644_491214d4df_b.jpg,http://www.flickr.com/photos/MicroPasts/12676048644,superuser,drawA9
BAI-5833,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,,"Stoke-on-Trent Museum and Art Gallery,40-31",40-31,,Stoke-on-Trent Museum and Art Gallery,"England, staffordshire,near uttoxeter,circumstances: unknown, prior to 1886",,,,Uttoxeter,,England,Staffordshire,Uttoexeter,52.898,-1.8649,,NA,NA,1886,,,,,,,,,,Single find (?),"Typology: Looped palstave with V-shaped rib and Y-shaped rib below stop, V nested inside top part of Y","F. Redfern Henley, History and Antiquities at Uttoxeter, 1886, p. 45-46.",,Joellen McGann,https://farm3.staticflickr.com/2825/12675499653_50ff8bb135_q.jpg,https://farm3.staticflickr.com/2825/12675499653_50ff8bb135_b.jpg,http://www.flickr.com/photos/MicroPasts/12675499653,superuser,drawA9
BAI-3895,243,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,II1D,"Collection Mr. R. Herriott, Upper Vernham Row.",,,Private Collection,"England, hampshire,vernham's dean,upper vernham row.,in a field on the farm of mr. r. herriott.",,,farm,Vernham's Dean,,England,Hampshire,Vernham's Dean,51.3059116,-1.50687555562883,,NA,NA,NA,140,,66,397,,,26,"2 cross section drawings of palstave on reverse.,At least Area Find? associated with other R. Herriott Palstaves - https://www.flickr.com/photos/MicroPasts/13305280855/sizes/k/,Portion of septum and all of butt missing.,Flanges sheared down about halfway up remaining portion of septum, exposing internal metal.,Stop somewhat pronounced.,Encrustment or other lump or casting mark appears to be on lateral side above stop.,Strong, straight midrib below stop running most of the way to edge bevel.,2 side ribs also below stop a bit shorter than midrib.,Blade relatively even until end of side ridges, then widens significantly to edge.,Edge blunted and slightly crescent-shaped, small chip on one side.",,,,Proc. Soc. Antiq. 2. xxxii. 92,"Appears to have been cast in the same mould as Leopold S:, & Burgen's Meadow, Oxford.",Jeff Okazaki,https://farm8.staticflickr.com/7047/13305643554_f7e6588b25_q.jpg,https://farm8.staticflickr.com/7047/13305643554_f7e6588b25_b.jpg,http://www.flickr.com/photos/MicroPasts/13305643554,superuser,drawB16
BAI-4643,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,,"Charterhouse Museum, No. 15",15,,Charterhouse Museum,"France, dept. isere, vertrieu",,,,Vertrieu,,France,,"Vertrieu, France",45.8731121,5.3671223,,NA,NA,NA,215,35,59,793,green patina,,30,"Width: edge 59; middle 35; butt 29,  Thickness: 30; 10,",,,good condition,,,Joellen McGann,https://farm8.staticflickr.com/7399/13306473523_05e4016a03_q.jpg,https://farm8.staticflickr.com/7399/13306473523_05e4016a03_b.jpg,http://www.flickr.com/photos/MicroPasts/13306473523,superuser,drawB8
BAI-3431,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,IV2N,"Truro Museum,15'1909/3,Given by Thurston Peter, Esq.",15.1909/3,,Truro Museum,"England, cornwall,veryan",,,,Veryan,,England,Cornwall,"Veryan, Cornwall",50.22751775,-4.90451491808245,,NA,NA,NA,170,,51,564,Smooth olive green.,,,,,,,,,Joellen McGann,https://farm8.staticflickr.com/7043/13305441544_c362e389cb_q.jpg,https://farm8.staticflickr.com/7043/13305441544_c362e389cb_b.jpg,http://www.flickr.com/photos/MicroPasts/13305441544,superuser,drawB16
BAI-3907,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,I1G,"Hereford City Museum, No. 1,Not on object.",1,,Hereford Museum & Art Gallery,"England, herefordshire,vowchurch",,,,Vowchurch,,England,Herefordshire,"Vowchurch, Herefordshire Hr2, UK",52.0232215,-2.932186,,NA,NA,NA,179,,73,580,Smooth and dark,"Quite smooth. What the founder would describe as a ""good skin""",27,,Bronze,Said to have been found with four or more celts.,,Victoria History of County. Really no details available. i.163 (fig.),"Said to have been found at Vowchurch, but nothing in Museum to justify this. The whole lot of five being described as ""found in parts of Dorstone, Vowchurch and Turnastone.""",Joellen McGann,https://farm4.staticflickr.com/3719/13305645224_b9f90b3e12_q.jpg,https://farm4.staticflickr.com/3719/13305645224_b9f90b3e12_b.jpg,http://www.flickr.com/photos/MicroPasts/13305645224,superuser,drawB16
BAI-3904,433,Palstave,,,NA,Bronze Age,p0gjgrs6qb2,I1F,"Hereford Museum and Art Gallery,Acc. No. 1308/2,Donor: Mrs. H.T. Jenkins, 1895.",1308/2,,Hereford Museum & Art Gallery,"England, herefordshire,vowchurch,""found in a field on west side of eaton between it and the road.""",,,,Vowchurch,,England,Herefordshire,"Vowchurch, Herefordshire Hr2, UK",52.0232215,-2.932186,,NA,NA,NA,131,46,,,Brightish green on much pitted surface.,,25,"Width: 46mm max,Thickness: 25mm  max",,"With 1308/1, 4; palstave and socketed axe.",,"Victoria County Hist. Herefordshire I, 163, 166.",,Joellen McGann,https://farm8.staticflickr.com/7300/13305282745_9fc993c144_q.jpg,https://farm8.staticflickr.com/7300/13305282745_9fc993c144_b.jpg,http://www.flickr.com/photos/MicroPasts/13305282745,superuser,drawB16
