objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-11045,543,PALSTAVE/CHISEL,,,NA,Bronze Age,p0gjgrs6qb2,"A3,A3","Society of Antiquities Collection, B.18,presented 1860 by Sudlow Roots, esq. from the collection of his father William Roots - no.6",B.18,,Society of Antiquaries,"England,Greater London,River Thames,Kingston",,,river,,,England,Greater London,,NA,NA,,NA,NA,NA,120.7,butt 19,31.5,,dark chocolate brown;  v. little speckling to darker colour; some yellow to orange staining,attached material: v. small spots of concretion,"max. B. fg. 19.5,max. T sep. 3.7,min. B. st. 14.5","Top left corner (in box labelled NGR) says “c. TQ 17” and on the next line, “ 68” (aligned under the “17”). Is this a grid ref?  Bottom right of card: Rec. “SN Feb’79”; DF “c”; Source “MV”; old cards “1” and ticks in boxes labelled PIF, AFI, SI & CI",,7b Group,"Typology"" butt notch prob. orig. feature;arched shoulder on one side of bl/fg. =  just hump on other side; stops dip from flanges - asym. & irreg.; flattened Fg. bases provide beginning of""v"" enclosed depression on one face - virt. none on rev.; fairly crisp sep. angles, thin rounded/flattened fg. crests; fgs. skew to body,Manufacture: cg. fls. remain as cracks - one v. off central; Deliberately dimpled bl. tips; some prob. hmks. on sides; moulding irregularities in one sep. - prob. cg.flaw; v. sl. flattening of top of fgs. - tending to tipping; hollow ground e. bev. with suggestion of lesser bevel above,Condition: sl. bent & twisted along line of body - pres. dam.; edge intact & sharp","a) P.S.A.1 I, 1843-9, 21,Arch XXX, 1844, 491,c)P.S.A.2 I, 1859-61, 83 no. 6",Labels/Markings: white ink inscr: 'B18'; loose hand-printed label;loose tag label - roots orig.,Jane Fellows,https://farm6.staticflickr.com/5584/14884716228_6ce893a397_q.jpg,https://farm6.staticflickr.com/5584/14884716228_6ce893a397_b.jpg,https://www.flickr.com/photos/MicroPasts/14884716228,most detailed record,flangedchiselsA1
BAI-12190,64,BOSS ,"Convex,Loop for attachment",,NA,Bronze Age,p0gjgrs6qb2,24,"British Museum. 66.2.24.11,given by A.W. Franks. 1866",1866.2.24.11,,British Museum,"GREATER LONDON,Kensington",,,,Kensington,Kensington and Chelsea,England,Greater London,"Kensington, London Sw7, UK",51.4926356,-0.1775038,,NA,NA,NA,,40 x 42,,14.62,green,,7,,,Founder's Hoard,Little hole in centre,,Inacc,Hugh Fiske,https://farm6.staticflickr.com/5594/14961393149_6a53e6999e_q.jpg,https://farm6.staticflickr.com/5594/14961393149_6a53e6999e_b.jpg,https://www.flickr.com/photos/MicroPasts/14961393149,superuser,DrawerA16
BAI-63691,433,Hammer Flanged Flat Celt,Flanged,,NA,Bronze Age,p0gjgrs6qb2,d,"Museum of Archaeology + Ethnology, Cambridge,No. 94 Murray Collection",94 Murray Collection,,MAA Cambridge,"Ireland,Co. Westmeath,Kinnegad",,,,Kinnegad,,Ireland,County Westmeath,"Kinnegad, Co. Westmeath, Ireland",53.4594378,-7.10679402395831,,NA,NA,NA,114,butt 24.5,60,264,Brown patina + green metal showing through on one side.,Smooth,14,,,,Slight flanges + stop ridge. Ornamented between the stop + bevel with 7 rows of incised chevrons. Sides ornamented with fluted rope pattern. Tapering butt + very much rounded + expanded cutting edge.,,,Joellen McGann,https://farm8.staticflickr.com/7556/28162098132_8e3cac4606_q.jpg,https://farm8.staticflickr.com/7556/28162098132_8e3cac4606_b.jpg,https://www.flickr.com/photos/115096994@N02/28162098132,superuser,IrishAxesB5
BAI-11790,433,Short Haft-Flanged Celt,,,NA,Bronze Age,p0gjgrs6qb2,,Wakefield Museum,,,Wakefield Museum,"England,Yorkshire,Lakelock,Wakefield ( 2 3/4 m. NW of),1869",,,,Lakelock,,England,West Yorkshire,"Wakefield, West Yorkshire, UK",53.6829541,-1.4967286,,NA,NA,1869,,,,225,"Green and brown patina, mostly brown. Rust colour between flanges on one face and traces of the same colour on the other.",Fairly smooth; one edge pitted.,,,,,"Blade with straight, parallel edges widening out sharply as they near the cutting edges; cutting edge fairly sharp and crescentic in form. high flanges, very thin and lozenge-shaped.  Rudimentary stop ridge; butt end missing.",,,Joellen McGann,https://farm4.staticflickr.com/3882/14793690689_f7d5329b48_q.jpg,https://farm4.staticflickr.com/3882/14793690689_f7d5329b48_b.jpg,https://www.flickr.com/photos/MicroPasts/14793690689,only good record,flangedAxesA1
BAI-15074,433,Knobbed Sickle,,,NA,Bronze Age,p0gjgrs6qb2,,"Ipswich Museum, 1934.76.8",1934.76.8,,Ipswich Museum,"England,Suffolk,Lakenheath",,,,Lakenheath,,England,Suffolk,"Lakenheath, Suffolk, UK",52.4175635,0.5180418,,NA,NA,NA,,,,,,,,,,,,,MJR,Joellen McGann,https://farm4.staticflickr.com/3909/15199422372_22264fc8a0_q.jpg,https://farm4.staticflickr.com/3909/15199422372_22264fc8a0_b.jpg,https://www.flickr.com/photos/MicroPasts/15199422372,superuser,A8tools
BAI-5786,433,Palstave Blade,,,NA,Bronze Age,p0gjgrs6qb2,I-P,"Museum of Archaeology and Ethnology, Cambridge,Annual Records 1908. 115A (the numbers do not always correspond),Pres. by Cambridge Antiquarian Society",115A,,MAA Cambridge,"England, suffolk,lakenheath,1908",,,,Lakenheath,,England,Suffolk,"Lakenheath, Suffolk, UK",52.4175635,0.5180418,,NA,NA,1908,59,24,49,162,Bright green - some metal showing through.,Smooth and even.,21,Width: edge 49mm; where broken 24mm,,,Ornamented with 4 flutings. There are 2 little pockets (on the sides) above each point of blade.,,,Joellen McGann,https://farm8.staticflickr.com/7397/12674938414_2ab4ec87be_q.jpg,https://farm8.staticflickr.com/7397/12674938414_2ab4ec87be_b.jpg,http://www.flickr.com/photos/MicroPasts/12674938414,superuser,drawA9
BAI-11617,433,Low-Flanged Axe Chisel,,,NA,Bronze Age,p0gjgrs6qb2,,"Jewell, R.H.I. - private (1993), 62 Ivydale Rd. London, SE15 3BS,?ex Holleyman Collection,ex Ball Collection",,,Private Collection,"England,Suffolk,Lakenheath",,,,Lakenheath,,England,Suffolk,"Lakenheath, Suffolk, UK",52.4175635,0.5180418,,NA,NA,NA,99,13,27,64,,Greeny-brown patina with substantial areas of bumpy corrosion.,7,,,,"Dimensions: L 98.5mm; We 27.3mm; Wst 16mm; Wbt 12.5mm; max T 7.3mm; max H fg. 0.3mm; Deb 10mm; Teb 4.5; Wt 63.8 gms,Typology: appears to be just one small lozenge facet on either side, otherwise double-faceted; rounded stop bevel; minimal flanges,Manufacture: slight skew down length of body,Condition: edge sharp but very jagged",,"Circ. adhesive label ""BALL COLLECTION"" printed ; long adhesive label: ""LAKENHEATH""; handwritten black ink: ""836"",Archive PIF X PTO,Rec: SN Nov. 93,Source Sb. A",Joellen McGann,https://farm6.staticflickr.com/5589/14793845177_b07c1b15fa_q.jpg,https://farm6.staticflickr.com/5589/14793845177_b07c1b15fa_b.jpg,https://www.flickr.com/photos/MicroPasts/14793845177,superuser,flangedAxesA1
BAI-62244,433,Band,,,NA,Bronze Age,p0gjgrs6qb2,,"National Museum of Science and Art, Dublin,No. 51, Pl. X,Wilde's Cat. 82",W82,,"National Museum of Science & Art, Dublin","Ireland,Co. Dublin,Lambay Island",,,,Lambay Island,,Ireland,County Dublin,"Lambay Island, Lambay Island, Co. Dublin, Ireland",51.4698873,-0.2685226,,NA,NA,NA,,,,7.75,,,,,Gold,Stated to have been found with a sword (according to Wilde the circumstances are not very clear),,,,Joellen McGann,https://farm8.staticflickr.com/7410/27075982835_72990383d8_q.jpg,https://farm8.staticflickr.com/7410/27075982835_72990383d8_b.jpg,https://www.flickr.com/photos/115096994@N02/27075982835,superuser,DubiousBA
BAI-63816,580,Band,,,NA,Bronze Age,p0gjgrs6qb2,,"National Museum of Science & Art, Dublin, No 59 Pl X. Wilde's Cat. 279.",Wilde 279,,"National Museum of Science & Art, Dublin","Ireland, Co Kildare, near Castledemot, Saint-johns, 1858.",,,,,,Ireland,County Kildare,"Saintjohns, Co. Kildare, Ireland",52.9243257,-6.8241388,,NA,NA,1858,,,,15.86,,,,,gold,"found with No 58 Pl. X (Grooved Band), No 105 Pl. XIII (Torque-armlet), No 110 Pl. XIII (Torque Armlet), No 376 Pl. XVIII (Penannular Ring)",,"Proc. Royal Irish Academy vii, p 132.",,Denis Antoine,https://farm9.staticflickr.com/8660/28231701406_96c1d9d202_q.jpg,https://farm9.staticflickr.com/8660/28231701406_96c1d9d202_b.jpg,https://www.flickr.com/photos/115096994@N02/28231701406,only good record,IrishAxesB5
BAI-63815,580,Band,,,NA,Bronze Age,p0gjgrs6qb2,,"National Museum of Science & Art, Dublin, No. 58, Pl. X. Purchased from Mr. Donegan. Wilde's cat. 273.",Wilde273,,"National Museum of Science & Art, Dublin","Ireland, Co Kildare, near Castledermot, Saint-Johns, 1858.",,,,,,Ireland,County Kildare,"Saintjohns, Co. Kildare, Ireland",52.9243257,-6.8241388,,NA,NA,1858,,,,18.28,,,,,gold,"found with No. 59 Pl. X (Grooved band), No. 105 Pl. XIII (Torque-armlet), No. 110 Pl. XIII (Torque armlet), No. 376 Pl. XVIII (Penannular Ring)",,Proc. Royal Irish Academy vii p. 132.,,Denis Antoine,https://farm9.staticflickr.com/8758/27650313774_9cc899e4ca_q.jpg,https://farm9.staticflickr.com/8758/27650313774_9cc899e4ca_b.jpg,https://www.flickr.com/photos/115096994@N02/27650313774,only good record,IrishAxesB5
