PASID,objectType,broadperiod,periodFromName,periodToName,fromdate,todate,description,notes,workflow,materialTerm,secondaryMaterialTerm,subsequentActionTerm,discoveryContext,datefound1,datefound2,TID,rallyName,weight,height,diameter,thickness,length,quantity,identifier,recorder,regionName,county,district,parish,fourFigure,gridSource,fourFigureLat,fourFigureLon,objectID,knownas,filename,imageLabel,imageCopyrightHolder,imageLicense,imageURL,thumbnail
124479,Chisel,Bronze Age,Bronze Age,,-1500,-1300,"This is a possible chisel or awl. It is made from cast copper. The tool has a rectangular section. Three quarters of the length of the tool gradually tapers towards the terminal. This terminal is thought to be the blade. In profile it has a ‘>’ shape which Phil Watson (Principle Curator, Birmingham Museum and Art Gallery) suggests it may have been used as a chisel rather than an awl. The last quarter of the tool quickly tapers to a blunt point. The corners are rounded compared to the sharp corners on the rest of the tool. This final quarter also has a different corrosion pattern to the majority of the surface. The majority of the surface has traces of a dark green patina, otherwise it is a matte mottled brown/green colour. The final quarters’ surface is a light powdery green with patches of orange stains. This is probably the tang for the handle, and the thickening approximately a quarter from the handle terminal is probably where the handle was wedged in place.

The chisel measures 65.29mm long, 9.23mm wide and 7.32mm thick. It weighs 22.61g.

The chisel is possibly Bronze Age, if it is, the dating may be narrowed to the early Middle Bronze Age, c. 1500 to 1300 BC.",,4,Copper alloy,,Returned to finder,Metal detector,2006-01-01T00:00:00Z,2006-01-26T00:00:00Z,,,,,,7.32,65.29,1,Phil Watson,Angie Bolton,Eastern,Hertfordshire,Dacorum,Berkhamsted,SP9518,,51.852518,-0.622122,WAW-C4A5F5,,WAW-C4A5F5.jpg,"Bronze Age Chisel (profile, upper view, profile, underside and blade tip) possibly",Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/abolton/WAW-C4A5F5.jpg,https://finds.org.uk/images/thumbnails/94112.jpg
124752,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1300,-700,The tip of a spearhead with a pronounced central ridge.,,4,Copper alloy,,Returned to finder,Metal detector,2001-01-01T00:00:00Z,,,,16.03,,,9,43,1,David W Williams,David W Williams,South East,Surrey,Guildford,,TQ0248,From a paper map,51.222093,-0.540786,SUR-DAAA07,,05.724.jpg,Bronze Age spear tip,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/05.724.jpg,https://finds.org.uk/images/thumbnails/94242.jpg
124757,Sword,Bronze Age,Bronze Age,BRONZE AGE,-1300,-700,A blade fragment. The fragment is bent and has striations on one side.,,4,Copper alloy,,Returned to finder,Metal detector,2001-01-01T00:00:00Z,,,,10.76,,,4.5,25,1,David W Williams,David W Williams,South East,Surrey,Guildford,,TQ0248,From finder,51.222093,-0.540786,SUR-DABB94,,05.725.jpg,Bronze Age sword fragment,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/05.725.jpg,https://finds.org.uk/images/thumbnails/94243.jpg
124759,Palstave,Bronze Age,Bronze Age,BRONZE AGE,-1300,-700,A fragment of the butt end of a palstave axe.,,4,Copper alloy,,Returned to finder,Metal detector,2001-01-01T00:00:00Z,,,,22.83,,,12.5,26,1,David W Williams,David W Williams,South East,Surrey,Guildford,,TQ0248,From finder,51.222093,-0.540786,SUR-DAC3D4,,05.726.jpg,Bronze Age palstave butt,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/05.726.jpg,https://finds.org.uk/images/thumbnails/94244.jpg
124761,Socketed Axehead,Bronze Age,Bronze Age,BRONZE AGE,-1300,-700,A fragment of the rim of the socket from a socketed axe. The top of the rim is flat below which there is a slight encircling groove.,,4,Copper alloy,,Returned to finder,Metal detector,2001-01-01T00:00:00Z,,,,10.78,,,5,21,1,David W Williams,David W Williams,South East,Surrey,Guildford,,TQ0248,From finder,51.222093,-0.540786,SUR-DACBD1,,05.728.jpg,Bronze Age fragment,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/05.728.jpg,https://finds.org.uk/images/thumbnails/94246.jpg
124762,Unidentified Object,Bronze Age,Bronze Age,BRONZE AGE,-1300,-700,"
A fragment of thin copper alloy sheet with ragged edges.
","
Despite this object's similarity in shape to an arrowhead it is thought that this is coincidental as the object appears not to have been deliberately shaped. Its proximity to other objects of Bronze Age date suggests a probable date.
",4,Copper alloy,,Returned to finder,Metal detector,2001-01-01T00:00:00Z,,,,1.76,,,5,27.5,1,David W Williams,David W Williams,South East,Surrey,Guildford,,TQ0248,From finder,51.222093,-0.540786,SUR-DAD5F0,,05.728.jpg,Bronze Age fragment,Surrey County Council,Attribution-ShareAlike License,https://finds.org.uk/images/dwilliams/05.728.jpg,https://finds.org.uk/images/thumbnails/94246.jpg
124908,Unidentified Object,Bronze Age,Bronze Age,MEDIEVAL,-2000,1499,Fragment of copper alloy.  The fragment is a sheet of copper alloy with one slightly upturned end.  There are signs of damage around this area suggesting that it was not an original feature of the object.  All edges are broken.  The object has a mid-brown patina as sometimes seen on Bronze Age metalwork.,,4,Copper alloy,,Returned to finder,Metal detector,,,,,,,,4,40,1,Adam Daubney,Adam Daubney,East Midlands,Lincolnshire,East Lindsey,North Thoresby,TF2898,From a paper map,53.463197,-0.073416,LIN-ECB2F4,,LIN3980.jpg,Fragment of copper alloy,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/adaubney/LIN3980.jpg,https://finds.org.uk/images/thumbnails/94383.jpg
125049,Chisel,Bronze Age,Bronze Age,,-1500,-1150,"The object is either a chisel or an awl, made of cast copper alloy. The chisel has a blade which is square in section and tapers in thickness and slightly in width to a rounded blunt point. This terminal is abraded and probably does not represent the original edge. The blade is slightly bent at the mid point, which is not intentional, but it is not certain when this occurred. At the widest part of the blade there is an integral stop ridge. This ridge is sub-circular in plan and is perpendicular to the blade and tang. The blade protrudes from the centre of one face of the stop ridge, and the tang protrudes from the centre of the other face. The tang is square in section at the junction of the stop ridge, but tapers in thickness, and more slightly in width, similar to the blade, towards a blunt rounded point. There surface is slightly abraded and pitted, but has traces of a heavy green/brown patina. The chisel measures 103.2mm long and the stop ridge is 17.66mm diameter. It weighs 24.1g.

After consideration Phil Watson (Principle Curator, Birmingham Museum and Art Gallery) and Peter Reavill (Herefordshire/Shropshire Finds Liaison Officer) feel the chisel or awl is probably dated to the middle Bronze Age, -1500 to -1150.",,4,Copper alloy,,Returned to finder,Metal detector,2005-09-16T23:00:00Z,,,,24.1,,17.66,,103.2,1,Phil Watson,Angie Bolton,West Midlands,Warwickshire,Stratford-on-Avon,Brailes,SP2940,GPS (from the finder),52.057628,-1.578452,WAW-EF4C84,,WAW-EF4C84.jpg,Bronze Age Chisel (four views in plan),Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/abolton/WAW-EF4C84.jpg,https://finds.org.uk/images/thumbnails/94407.jpg
125316,Spear,Bronze Age,Bronze Age,BRONZE AGE,-1400,-1120,"Bronze Age bronze socketed spearhead of Middle Bronze Age date, c. 1500-1150BC, probably Taunton-Penard metalworking phase, c.1400-1120 BC (following Needham et al. 1997).



The spearhead is of side-looped type and is near-complete, missing only the base of the socket and the side loops. The spearhead has a surviving length of 82.70mm. The socket tapers towards the blade and has a maximum surviving diameter of 9.47mm. The remnants of the upper attachment only of the side loops are evident on each side of the socket. The socket has an oval hole (24.82mm x 5.6mm) on one side; the hole is likely to be a casting problem, probably as result of a misaligned core, rather than subsequent damage. The blade is eroded (with a maximum width of 11.03mm) and is leaf- or flame-shaped. The end of the socket develops into a high mid-rib, which converges towards the tip and gives the blade a lozenge shaped section. The spearhead has lost much of the original surface and now has a dark brown patina, with some areas of bronze around the hole in the socket. The spearhead weighs 16.7g.","The spearhead can be paralleled with a number of examples recovered from Wales and beyond, including Cadoxton-Juxta-Neath (Neath Port Talbot) Llanerfyl (Powys) and Nantwnlle (Ceredigion) (Savory, 1980, Nos. 227, 229 and 337 respectively). The Cadoxton-Juxta-Neath and Llanerfyl examples are of Acton Park metal, while the Nantwnlle example is of Cemmaes metal (ibid.).



This spearhead has been published by Richard Davis (2012, 105, No.638, Pl.36) within his Group 6 Unclassified (developed side-looped).



Davis notes almost 500 Group 6 spearheads from across Britain dating to the Middle Bronze Age, which have a broad distribution. Davis' spearhead sub-types 6A, 6B and 6C are particularly prevalent across Wales, all of which have 'flame-shaped' blades, which might strengthen the idea that this spearhead originally had a flame-shaped blade, rather than a leaf-shaped blade.",3,Copper alloy,,Returned to finder,Metal detector,2005-01-01T00:00:00Z,,,,16.7,,9.47,,82.7,1,Mark Lodwick,Ruth Battye,Wales,Rhondda Cynon Taf,Rhondda Cynon Taf,Llantrisant,,,,,NMGW-022DC1,,2005.208.jpg,Middle Bronze Age socketed spearhead,The Portable Antiquities Scheme,Attribution-ShareAlike License,https://finds.org.uk/images/rbattye/2005.208.jpg,https://finds.org.uk/images/thumbnails/90045.jpg
127695,Palstave,Bronze Age,Bronze Age,,-1450,-1250,"A cast copper alloy palstave with central rib, shield shaped pattern below the stop ridge, and raised flange facets. The palstave dates from the Middle Bronze Age (1500-1150 BC). It measures 149.4mm long and weighs 451 grams.






The blade of the palstave is sub-triangular in plan with convex expanding sides and a convex cutting edge. In profile the blade is sub-triangular with the widest section being before the stop ridge. The blade (measured from the cutting edge to the stop ridge) is 82.4mm long and the width of cutting edge is 58.2mm. The thickness of the blade tip is 7.2mm. The maximum thickness of the blade is 18.9mm (measured at a point below the stop ridge; the width at this point is 31.9mm). Beneath the stop-ridge, on both sides of the palstave, is a tapering central rib. This rib extends approximately half way down the length of the blade, terminating in a rounded point. The rib itself, although present on both sides, is crisper and less eroded on one of the two faces. Directly below the stop ridge is a concave depression which is bordered by raised ridges that join with the central rib to create a trident (3 pronged fork) like shield shape. The convex cutting edge of the blade is asymmetric with one side of the blade being more worn than the other. This is partially due to considerable movement in the ploughsoil and corrosion. On the lower part of the blade and the cutting edge are a series of small irregular crescent shaped hammer marks / scars which are most evident in oblique light. Many of these scars overlap. This suggests that the cutting edge has been reshaped and sharpened by hammering a number of times.






The rear part of the axe (from the stop ridge to the butt) is sub-rectangular in plan and sub-triangular in section (profile) with the widest part behind the stop ridge. The septum (the area between the flange facets and the stop ridge) is 65.1mm long, 16.3mm wide and 7.2mm thick. The butt of the axe has been damaged and is incomplete. The width at the butt is 24.8mm. The flange facets are fused to the stop ridge forming two raised elements to haft the axe by. The facets on each side of the axe differ from one another. However, one face of the axe has been severally damaged by abrasion and corrosion which renders comparison between the two faces difficult. Both sides of the axe are scarred with the remains of linear ribs which extend from the butt to the cutting edge. These ribs are from the two part mold used to cast the axe. Both edges have been trimmed and filed to remove any excess metal.






The palstave is a mid brown colour with a thick well formed patina which covers part of the surface of the axe. In a number of places the patina has been removed by abrasion, where this has occurred a light bright green copper corrosion has developed. It is likely that this corrosion has spread and affected 50% of the surface of the axe. The majority of the abrasion is located on one face of the axe. This confirms the finders' suggestion that the axe was located just above the interface between the ploughsoil and the undisturbed layers beneath. It is also noted that the weight of this axehead is extremely heavy in comparison to other similar examples; this is especially the case when the abrasion and damage is taken into account. Similar examples to this palstave can be seen in: Savory, 1980; Catalogue of the Bronze Age collections in the National Museum of Wales; entry 151 from Ceulan-y-maesmawr, Cardiganshire. This form and style of palstave fits into the Acton Park metal working tradition which is dated to the first phase of the Middle Bronze Age (MBA I) 1450-1250 BC.






Find recorded from the Myddle Metal Detecting Rally",,4,,,Returned to finder,Metal detector,,,,"Myddle Rally 2005, Shropshire",451,,,,149.4,1,Peter Reavill,Peter Reavill,West Midlands,Shropshire,Shropshire,Myddle and Broughton,SJ4623,From finder,52.801839,-2.802407,HESH-174823,,HESH-174823.jpg,Bronze Age Palstave,Birmingham Museums Trust,Attribution-ShareAlike License,https://finds.org.uk/images/preavill/HESH-174823.jpg,https://finds.org.uk/images/thumbnails/107585.jpg
