objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-28887,580,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,Exeter Museum. (No. 315),315,,Exeter Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,324,(tang) 50,,172.25,green,Original surface showing in patches; the remainder is somewhat corroded and coated with a green patina,7,,,,,,,Denis Antoine,https://farm8.staticflickr.com/7543/15646959063_9baaf04ef8_q.jpg,https://farm8.staticflickr.com/7543/15646959063_9baaf04ef8_b.jpg,https://www.flickr.com/photos/MicroPasts/15646959063,superuser,dirkspart2
BAI-28882,580,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,"Hunterian Museum, B101, The University, Glasgow",B101,,Hunterian Museum,locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,459,"blade 24, hilt plate 33",,169,,,,,,,,,,Denis Antoine,https://farm8.staticflickr.com/7565/16080989157_3fcf2e37a7_q.jpg,https://farm8.staticflickr.com/7565/16080989157_3fcf2e37a7_b.jpg,https://www.flickr.com/photos/MicroPasts/16080989157,superuser,dirkspart2
BAI-28881,858,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,"Kingston Public Library.,Roots collection,751",751,,Kingston Public Library,Locality Unknown,,,,,,,,,NA,NA,,NA,NA,NA,414,63 hilt,,,much stained,black,,line drawing at bottom of the card on separate paper.,2 rivets,,,,,bridget o'dell,https://farm8.staticflickr.com/7548/16266859235_c8739eb6f7_q.jpg,https://farm8.staticflickr.com/7548/16266859235_c8739eb6f7_b.jpg,https://www.flickr.com/photos/MicroPasts/16266859235,most detailed record,dirkspart2
BAI-28873,433,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7398M",7398M,,Liverpool Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,123,41.5,,77.96,"Dull greenish brown, bright yellow metal shows on tip of rib.",,5,,,,Part of blade is missing.,,,Joellen McGann,https://farm8.staticflickr.com/7547/16080983547_f166048815_q.jpg,https://farm8.staticflickr.com/7547/16080983547_f166048815_b.jpg,https://www.flickr.com/photos/MicroPasts/16080983547,superuser,dirkspart2
BAI-28872,433,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,"Liverpool Museum, 7393M",7393M,,Liverpool Museum,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,295,39,,120.47,,Yellow metal.,5,,,,Good preservation.,,,Joellen McGann,https://farm8.staticflickr.com/7576/16079317728_bc569d6339_q.jpg,https://farm8.staticflickr.com/7576/16079317728_bc569d6339_b.jpg,https://www.flickr.com/photos/MicroPasts/16079317728,superuser,dirkspart2
BAI-29033,817,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,D,"Museum of Archaeology, Cambridge,Lichfield Collection. (from Evans Collection).",,,MAA Cambridge,"England,Cambridgeshire,[...] Fen",,,,,,England,Cambridgeshire,,NA,NA,,NA,NA,NA,181,24,,112,Black patina -- & some metal showing through.,Slightly rough & dull.,6,"Width shows ""blade 24mm   hilt plate 43mm"". Thickness shows ""blade 6mm"".",,,Sharp midrib & 2 lines running parallel with the cutting edges -- 2 notches.,"B.A.V. Trump. P.P.S. 1962 No.5 p. 97,39",Trump's II Thetford.,JP OConnor,https://farm9.staticflickr.com/8562/16241015986_6634e3530d_q.jpg,https://farm9.staticflickr.com/8562/16241015986_6634e3530d_b.jpg,https://www.flickr.com/photos/MicroPasts/16241015986,only good record,dirkspart2
BAI-28836,727,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,,"Museum + Art Galleries, Salford",,,"Museum and Art Galleries, Salford",Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,159,See Description,,53.3,Like green,,5,,,,"Width as: ""22.  19.  11""; Weight as: ""53.3 gms including wooden mount"", In pieces-mounted on wood tablet",,,Marla Walcott,https://farm8.staticflickr.com/7571/16080711389_9283e0a4c7_q.jpg,https://farm8.staticflickr.com/7571/16080711389_9283e0a4c7_b.jpg,https://www.flickr.com/photos/MicroPasts/16080711389,most detailed record,dirkspart2
BAI-28901,727,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,B,"Museum of Birmingham Assay Office, (per A. Gunstone, Birmingham City Mus.,  26:iv:72).",,,Museum of Birmingham,No provenance,,,,,,,,,NA,NA,,NA,NA,NA,105,33,,,,,,,,,"2 rivets preserved, length 9.",,,Marla Walcott,https://farm8.staticflickr.com/7526/16081001087_5e9171284d_q.jpg,https://farm8.staticflickr.com/7526/16081001087_5e9171284d_b.jpg,https://www.flickr.com/photos/MicroPasts/16081001087,most detailed record,dirkspart2
BAI-28908,835,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,B,"Brentford Public Library, Layton Collection, 01292, Now The London Museum.",1292,,Museum of London,locality unknown (believed Thames),,,,,,,,,NA,NA,,NA,NA,NA,267,"21.5, 53",,,matte grey green,Smooth,3,"The object type was initially described as ""Rapier or dirk"", followed by ""Dagger"" and the ""[...] [...] plate"". The was later followed with the item finally being described as a ""Dirk"". Beneath the object type is written the words ""Trump's III Barnes."". There were two width measurements given. The first was for the width of the blade and the second for the hilt plate. After the thickness measurement given is written ""(slt. over)"".",Sharp edges.,,,"B.A.V. Trump. P.P.S. 1962. No 5. P.97, 147",OK,Nyree Powell,https://farm8.staticflickr.com/7527/15646969633_5a8c49f32b_q.jpg,https://farm8.staticflickr.com/7527/15646969633_5a8c49f32b_b.jpg,https://www.flickr.com/photos/MicroPasts/15646969633,most detailed record,dirkspart2
BAI-28866,835,Dirk,,,NA,Bronze Age,p0gjgrs6qb2,B,"Brentford Public Library, Layton Collection, 01323., now LONDON Museum.",1323,,Museum of London,locality unknown (believed Thames),,,,,,,,,NA,NA,,NA,NA,NA,325,"16, 49",,,dirty black,slightly encrusted with Thames mud.,5,"The object type was initially given as 'Rapier' and 'Dirk' before these were crossed out and replaced with 'Dirk'. Beneath the object type is written ""Trump's II Wandsworth"". There were two width measurements given. The first for the width of the blade and the second for the width of the hilt plate.",Good condition. Point slightly bent. 2 rivets,,,B.A.V. Trump. P.P.S. 1962 No.5. p.96. No 127,OK,Nyree Powell,https://farm8.staticflickr.com/7536/15646946193_2865f2305d_q.jpg,https://farm8.staticflickr.com/7536/15646946193_2865f2305d_b.jpg,https://www.flickr.com/photos/MicroPasts/15646946193,most detailed record,dirkspart2
