objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-27071,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection,1608,Museum of London",1608,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,51,73,,,Brown patina with black stains.,,5,,,,Bent,,,Joellen McGann,https://farm8.staticflickr.com/7464/15912605406_a64634166c_q.jpg,https://farm8.staticflickr.com/7464/15912605406_a64634166c_b.jpg,https://www.flickr.com/photos/MicroPasts/15912605406,superuser,ornamentsA15
BAI-27069,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection,1613,Museum of London",1613,,Museum of London,Site unknown,,,,,,,,,NA,NA,,NA,NA,NA,195,8,,,Greenish brown patina.,,,,,,Diameter of ring 73mm,,,Joellen McGann,https://farm8.staticflickr.com/7517/15318774263_c1055c5cd7_q.jpg,https://farm8.staticflickr.com/7517/15318774263_c1055c5cd7_b.jpg,https://www.flickr.com/photos/MicroPasts/15318774263,superuser,ornamentsA15
BAI-27068,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection,1606,Museum of London",1606,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,91,91,,,Green patina,,6,,,,Section circular.,,,Joellen McGann,https://farm8.staticflickr.com/7489/15316148794_dcc820864a_q.jpg,https://farm8.staticflickr.com/7489/15316148794_dcc820864a_b.jpg,https://www.flickr.com/photos/MicroPasts/15316148794,superuser,ornamentsA15
BAI-27067,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection,1605,Museum of London",1605,,Museum of London,Site unknown,,,,,,,,,NA,NA,,NA,NA,NA,,,,,Green patina,Surface much pitted.,,,,,Diameter of ring 65mm.,,,Joellen McGann,https://farm8.staticflickr.com/7526/15318774143_ac270d2f08_q.jpg,https://farm8.staticflickr.com/7526/15318774143_ac270d2f08_b.jpg,https://www.flickr.com/photos/MicroPasts/15318774143,superuser,ornamentsA15
BAI-27066,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection 1633,Museum of London",1633,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,,,,,Greenish brown patina.,,,,,,Diameter of ring 51mm.,,,Joellen McGann,https://farm9.staticflickr.com/8638/15316148514_ba12fa7bcd_q.jpg,https://farm9.staticflickr.com/8638/15316148514_ba12fa7bcd_b.jpg,https://www.flickr.com/photos/MicroPasts/15316148514,superuser,ornamentsA15
BAI-27055,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection 1600,Museum of London",1600,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,69,69,,,Black patina.,,,,,,"Ends circular in section, centre flat.",,,Joellen McGann,https://farm8.staticflickr.com/7568/15750961198_90bb951721_q.jpg,https://farm8.staticflickr.com/7568/15750961198_90bb951721_b.jpg,https://www.flickr.com/photos/MicroPasts/15750961198,superuser,ornamentsA15
BAI-27044,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection 01613,Museum of London",1613,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,,73,,,Dark green. stained with (?) clay.,Smooth. Slightly corroded.,9,"Width: 73 x 59,Thickness: 8.5 x 1.5; 10.25mm",,,Thickness varies a little. The ends are thinner than the rest.,,,Joellen McGann,https://farm9.staticflickr.com/8642/15750959338_ba8e7cd866_q.jpg,https://farm9.staticflickr.com/8642/15750959338_ba8e7cd866_b.jpg,https://www.flickr.com/photos/MicroPasts/15750959338,superuser,ornamentsA15
BAI-27042,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Brentford Public Library,Layton Collection 1616,Museum of London",1616,,Museum of London,Locality unknown,,,,,,,,,NA,NA,,NA,NA,NA,69,64,,,Green,,4,,,,Section triangular.,,,Joellen McGann,https://farm8.staticflickr.com/7492/15752358879_5cdae5e9b5_q.jpg,https://farm8.staticflickr.com/7492/15752358879_5cdae5e9b5_b.jpg,https://www.flickr.com/photos/MicroPasts/15752358879,superuser,ornamentsA15
BAI-27038,433,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,D,"London Museum,49.107/884,Lloyd Collection: deposited on permanent loan by Richmond Borough Council, December 1949.",49.107/884,,Museum of London,Not stated,,,,,,England,,,NA,NA,,NA,NA,NA,,,,,,,,,,,External dias. c. 75 x 79mm; Depth: c. 15mm,,"J. K. Macdonald,OK",Joellen McGann,https://farm8.staticflickr.com/7550/15316145114_dbc9a3389e_q.jpg,https://farm8.staticflickr.com/7550/15316145114_dbc9a3389e_b.jpg,https://www.flickr.com/photos/MicroPasts/15316145114,superuser,ornamentsA15
BAI-27249,580,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,E,"Norwich Castle Museum, Acc.No. 585.962 (ex-Ipswich Museum 1934.76.13), Dr. J.J. Butler, Groningen, has seen, and doubts whether really a prehistoric import; perhaps rather [...] out from a modern collection, or else given false provenience by vendor to Ipswich (March 1963)",585.962,,Norwich Castle Museum,"Methwold, Norfolk, Near Catsholm House",,,,,,,,"Methwold, Thetford, Norfolk Ip26, United Kingdom",NA,NA,,NA,NA,NA,Height 45,54,,,,,,,,,German Tumulus-Culture type.,,"Dr. J.J. Butler, Groningen, has seen, and doubts whether really a prehistoric import; perhaps rather [...] out from a modern collection, or else given false provenience by vendor to Ipswich (March 1963)",Denis Antoine,https://farm8.staticflickr.com/7534/15937809652_c4c772ee99_q.jpg,https://farm8.staticflickr.com/7534/15937809652_c4c772ee99_b.jpg,https://www.flickr.com/photos/MicroPasts/15937809652,superuser,ornamentsA15
BAI-27016,658,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Private Collection,W.C. Wells, Esq., Sudbury, Harrow,21.6.20.",,,Private Collection,,,,,,,,,,NA,NA,,NA,NA,NA,widest diameter 66,4.5 to 5.5,,35,a very little emerald green patina.,"smooth, mostly golden bronze.",5 to 6,,,found with 8 others.,no decoration on edges as on others.,,,Susan Magyarody,https://farm9.staticflickr.com/8585/15912597966_bea04fce74_q.jpg,https://farm9.staticflickr.com/8585/15912597966_bea04fce74_b.jpg,https://www.flickr.com/photos/MicroPasts/15912597966,most detailed record,ornamentsA15
BAI-27015,658,Bracelet,,,NA,Bronze Age,p0gjgrs6qb2,,"Private Collection,W.C. Wells, Esq., Sudbury, Harrow, 21.6.20.",,,Private Collection,,,,,,,,,,NA,NA,,NA,NA,NA,56,56,,42.52,no patina.,"smooth, dark bronze colour.",6.5,,,,not decorated.,,,Susan Magyarody,https://farm9.staticflickr.com/8620/15752355059_0d0cdb29c1_q.jpg,https://farm9.staticflickr.com/8620/15752355059_0d0cdb29c1_b.jpg,https://www.flickr.com/photos/MicroPasts/15752355059,most detailed record,ornamentsA15
